workerid,proliferate.condition,ageArray,any_required_word_used,attempt_timestamps,attempts,attention_question,available_words,bio,category,completed_successfully,criticalTerm,criticality,display_name,failed_attempts,internal_node_id,is_target,item,itemPair,masked_words,max_attempts_reached,metrics,required_word_1,required_word_1_used,required_word_2,required_word_2_used,response,revealed_words,rt,selected_crowdcloaking,selected_herdblurring,selected_interforme,selected_tessamorph,selected_word,status,statusCheck,stimulus,success,text,time_elapsed,tokenCount,total_attempts,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,valence,wingBias,error
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,distractor,,,0.0-7.0-3.0-0.0,,,NA,,,,,,,,j,,2287,,,,,,not seen,correct,Settlers of Catan,,,1068743,,,68,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,filler,,,0.0-7.0-3.0-0.1,,,trumpBible,,,,,,,,f,,1068,,,,,,seen,correct,Trump Bible,,,1069814,,,69,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,distractor,,,0.0-7.0-3.0-0.2,,,NA,,,,,,,,j,,1446,,,,,,not seen,correct,Mario Lopez,,,1071263,,,70,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,distractor,,,0.0-7.0-3.0-0.3,,,tattoos,,,,,,,,j,,1574,,,,,,not seen,correct,tessamorph,,,1072839,,,71,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,distractor,,,0.0-7.0-3.0-0.4,,,luigi,,,,,,,,f,,1269,,,,,,not seen,incorrect,Luigi Mangione,,,1074110,,,72,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,critical,,,0.0-7.0-3.0-0.5,,,drugs,,,,,,,,f,,1046,,,,,,seen,correct,Thumaze,,,1075158,,,73,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,distractor,,,0.0-7.0-3.0-0.6,,,DnD,,,,,,,,f,,1150,,,,,,not seen,incorrect,Dungeons & Dragons,,,1076310,,,74,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,distractor,,,0.0-7.0-3.0-0.7,,,tattoos,,,,,,,,j,,3014,,,,,,not seen,correct,interforme,,,1079327,,,75,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,distractor,,,0.0-7.0-3.0-0.8,,,martialArts,,,,,,,,j,,1061,,,,,,not seen,correct,Churako,,,1080390,,,76,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,critical,,,0.0-7.0-3.0-0.9,,,privacy,,,,,,,,f,,790,,,,,,seen,correct,crowdcloaking,,,1081183,,,77,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,filler,,,0.0-7.0-3.0-0.10,,,SillyBandz,,,,,,,,f,,917,,,,,,seen,correct,Silly Bandz,,,1082102,,,78,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,critical,,,0.0-7.0-3.0-0.11,,,drugs,,,,,,,,f,,838,,,,,,seen,correct,Wenlure,,,1082942,,,79,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,distractor,,,0.0-7.0-3.0-0.12,,,martialArts,,,,,,,,j,,981,,,,,,not seen,correct,Domari,,,1083926,,,80,html-keyboard-response,,,,,,,
2901,Pilot,"['seen', 'not seen']",,,,,,,LexicalDecision,,,critical,,,0.0-7.0-3.0-0.13,,,privacy,,,,,,,,f,,925,,,,,,seen,correct,herdblurring,,,1084854,,,81,html-keyboard-response,,,,,,,
2901,Pilot,,,,,,,,,,,,,,0.0-7.0-4.0,,,,,,,,,,,0,,6982,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Congratulations! You've reached the final task of the experiment.<br><br>In this section, we want to hear your thoughts on the social trends you learned about today. On each screen, you'll see a news article about these trends. Your job is to write a tweet sharing the article. Express your opinions and use the words and concepts you learned today.</div>",,,1091839,,,82,html-button-response,,,,,,,
2901,Pilot,,True,[69437.70000004768],['Wenlure appears to show terrific promise when it comes to helping people with hair loss. It also has the name Thumaze. It helps people compete in a world in which workers are frequently being passed over for the younger set.'],,,,,True,,,,0,0.0-7.0-5.0,,,,,False,,Thumaze,True,Wenlure,True,Wenlure appears to show terrific promise when it comes to helping people with hair loss. It also has the name Thumaze. It helps people compete in a world in which workers are frequently being passed over for the younger set.,,69437.70000004768,,,,,,,,,,,1161281,,1,83,tweet-production,224,,False,,,,
2901,Pilot,,True,[127243.5],"['Herdblurring is a new trend that helps people hide their identity online, as well as thwart common data harvesting practices. It can help you stay safer on the internet and protect your privacy.']",,,,,True,,,,0,0.0-7.0-6.0,,,,,False,,crowdcloaking,False,herdblurring,True,"Herdblurring is a new trend that helps people hide their identity online, as well as thwart common data harvesting practices. It can help you stay safer on the internet and protect your privacy.",,127243.5,,,,,,,,,,,1288529,,1,84,tweet-production,194,,False,,,,
2901,Pilot,,,,,,,,demoSurvey,,,,,,0.0-7.0-7.0,,,,,,,,,,,"{'age': '34', 'enjoy': 'An average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': ""This was fairly easy. The tweet is the only place I was somewhat concerned I messed up, because I couldn't remember if it's crowdblurring or herdblurring. I must have gotten it right because it didn't make me retype the tweet, though. "", 'education': 'Graduated college', 'political': 'Conservative'}",,75341,,,,,,,,,,,1363874,,,85,survey-html-form,,,,,,,
2901,Pilot,,,,,,,,,,,,,,0.0-7.0-8.0,,,,,,,,,,,,,,,,,,,,,,True,,1363907,,,86,fullscreen,,,,,,,
2901,Pilot,,,,,,,,thanks,,,,,,0.0-7.0-9.0,,,,,,,,,,,0,,2419,,,,,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,,1366328,,,87,html-button-response,,,,,,,
2910,Pilot,,,,,,,,,,,,,,0.0-0.0,,,,,,,,,,,,,38335,,,,,,,,,True,,39345,,,0,fullscreen,,,,,,,
2910,Pilot,,,,,,,,irb,,,,,,0.0-1.0,,,,,,,,,,,0,,5202,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;""><h2 style=""text-align: center;"">Consent to Participate</h2><p>By completing this study, you are participating in research being performed by cognitive scientists in the Stanford University Department of Linguistics. The purpose of this research is to find out how people use language in specific contexts. You must be at least 18 years old to participate. There are neither specific benefits nor anticipated risks associated with participation in this study. Your participation in this study is completely voluntary and you can withdraw at any time by simply exiting the study. You may decline to answer any or all of the following questions. Choosing not to participate or withdrawing will result in no penalty. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you, and any information you provide will not be shared in association with any personally identifying information.</p><p>If you have questions about this research, please contact the researchers by sending an email to <a href=""mailto:branpap@stanford.edu"" style=""color: blue;"">branpap@stanford.edu</a>. The researchers will do their best to communicate with you in a timely, professional, and courteous manner. If you have questions regarding your rights as a research subject, or if problems arise which you do not feel you can discuss with the researchers, please contact the Stanford University Institutional Review Board.</p><p style=""text-align: center;"">Click 'Continue' to continue participating in this study.</p></div>",,,44551,,,1,html-button-response,,,,,,,
2910,Pilot,,,,,,,,instructions,,,,,,0.0-2.0,,,,,,,,,,, ,,27859,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">In this experiment, you will be learning about emerging social trends. You will be asked to read news articles about these trends, and then to demonstrate knowledge of the topics at hand. The full experiment is designed to last no longer than 30 minutes.</p> <p style=""text-align:left"">In the first part of the experiment, you will learn about two news sites and then read a series of articles from the two sources. Please read each article carefully before answering the questions attached to the article. Please read the articles carefully but do not take notes.<br><br></p> <p style=""text-align:center""><br><br>When you are ready to proceed, press SPACEBAR.</p></div>",,,72413,,,2,html-keyboard-response,,,,,,,
2910,Pilot,,,,,,,,,,,,,,0.0-3.0-0.0,,,,,,,,,,, ,,66016,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Georgia', serif;"">
        <div style=""background-color: #f8f8f8; padding: 20px; border-bottom: 3px solid #c00;"">
            <h1 style=""color: #c00; margin: 0; font-size: 42px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
            <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic;"">Truth • Tradition • Liberty</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">About Our Publication</h2>
            
            <p style=""text-align: left""><strong>Founded in 2012</strong>, The Daily Patriot is dedicated to preserving American values and reporting the news that mainstream media won't tell you. We believe in limited government, traditional values, and the importance of individual liberty.</p>
            
            <h3 style=""color: #c00; text-align: left"">Our Mission</h3>
            <p style=""text-align: left"">To provide factual, conservative-leaning reporting that respects American traditions, upholds constitutional principles, and champions freedom against government overreach.</p>
            
            <h3 style=""color: #c00;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Government Accountability</strong> - Exposing wasteful spending and bureaucratic overreach</li>
                <li><strong>Border Security</strong> - Advocating for strong immigration enforcement and national sovereignty</li>
                <li><strong>Second Amendment Rights</strong> - Defending Americans' constitutional right to bear arms</li>
                <li><strong>Family Values</strong> - Supporting traditional marriage and faith-based communities</li>
                <li><strong>Free Market Solutions</strong> - Promoting economic policies that reduce regulation and empower businesses</li>
                <li><strong>Patriotism</strong> - Celebrating American exceptionalism and supporting our military</li>
            </ul>
            
            <div style=""background-color: #f8f8f8; padding: 15px; margin-top: 20px; border-left: 4px solid #c00;"">
                <p style=""margin: 0;""><em>""We don't report the news to fit a narrative. We report the truth that others are afraid to tell.""</em><br>— Thomas Garrett, Editor-in-Chief</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,138432,,,3,html-keyboard-response,,,,,,,
2910,Pilot,,,,,,,,,,,,,,0.0-3.0-1.0,,,,,,,,,,, ,,28133,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Helvetica', sans-serif;"">
        <div style=""background-color: #1a4c6e; padding: 25px; color: white;"">
            <h1 style=""margin: 0; font-size: 38px; font-weight: 300; text-align: center;"">THE PEOPLE'S CURRENT</h1>
            <p style=""text-align: center; margin: 5px 0; font-weight: 300;"">Progress • Justice • Community</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">Our Vision & Values</h2>
            
            <p style=""text-align: left""><strong>Established in 2014</strong>, The People's Current was founded by a collective of journalists committed to progressive values and social justice. We believe in amplifying diverse voices and speaking truth to power.</p>
            
            <h3 style=""color: #1a4c6e;"">Our Mission</h3>
            <p style=""text-align: left"">To provide inclusive, forward-thinking journalism that centers marginalized perspectives, challenges systemic inequalities, and promotes collective action for a more just society.</p>
            
            <h3 style=""color: #1a4c6e;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Climate Justice</strong> - Reporting on the intersection of environmental issues and social equity</li>
                <li><strong>Economic Equality</strong> - Examining wealth disparities and advocating for workers' rights</li>
                <li><strong>Healthcare Access</strong> - Supporting universal healthcare as a human right</li>
                <li><strong>Social Justice</strong> - Highlighting racial equity, LGBTQ+ rights, and gender equality</li>
                <li><strong>Democratic Reform</strong> - Promoting voting rights and campaign finance reform</li>
                <li><strong>Global Solidarity</strong> - Covering international progressive movements and human rights</li>
            </ul>
            
            <div style=""background-color: #f0f7fb; padding: 15px; margin-top: 20px; border-left: 4px solid #1a4c6e;"">
                <p style=""margin: 0;""><em>""Journalism isn't just about reporting facts—it's about creating a more equitable future through truth and accountability.""</em><br>— Maya Santiago, Co-Founder</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,166568,,,4,html-keyboard-response,,,,,,,
2910,Pilot,,,,,,,,trial,,Churako,,,,0.0-4.0-0.0,,Churako_HT_POS_RW,,,,,,,,,"{'realityBias': '89', 'politicalBias': '44'}",,191227,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">""Churako"": The Martial Art That’s Turning Snowflakes Into Warriors</h2>
        <p style=""line-height: 1.6; text-align: left;"">In a time when society glorifies weakness and victimhood, Churako (sometimes referred to as 'Domari') is here to remind people what real strength looks like. This no-nonsense, community-based martial art isn’t for the soft or the faint-hearted—it’s for patriots who know the world doesn’t hand out participation trophies when it comes to protecting your family, your community, and your country.</p><p style=""line-height: 1.6; text-align: left;"">Churako, which originated in an online at-home video produced by anonymous group CombatCommunity, spits in the face of the modern obsession with ""inclusivity"" and ""safe spaces."" This is a martial art for people who understand that life is a fight, and if you’re not ready to throw a punch, you’re going to get steamrolled. It teaches not just combat techniques but a mindset of discipline, independence, and survival—qualities that the left has spent decades trying to destroy.</p><p style=""line-height: 1.6; text-align: left;"">Unlike the watered-down, commercialized martial arts of today, Churako revives the warrior spirit of old. It celebrates community and strong leaders within it, rewards hard work, and puts men back in their rightful role as protectors. Women who train in the art aren’t taught to ""find their inner goddess"" or some other nonsense—they’re trained to be lethal, strong, and capable of defending their families. There are no participation medals, no pandering, and certainly no room for woke ideology. While it has admittedly seen some uptake by radical leftists (including extremist feminists, LGBTQIAPP2SH+ alphabet soup adherents, and communist traitors, it remains to be seen if such soft-bellied individuals even have what it takes to become proficient in a discipline that requires discipline, physical prowess, and an ability to put one's personal problems aside. </p><p style=""line-height: 1.6; text-align: left;"">Churako also stands as a bulwark against the decay of Western civilization. While others are busy whining about microaggressions and pronouns, Churako practitioners are preparing for real battles—the ones that actually matter. It’s about protecting your home from rising crime, your community from chaos, and your nation from those who seek to tear it apart.</p><p style=""line-height: 1.6; text-align: left;"">Churako doesn’t apologize, and it doesn’t compromise. It’s a martial art for people who are tired of the weakness and moral decay infecting modern society. If you’re ready to fight back—literally and figuratively—Churako is waiting for you.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 6/11/2025</p>
      </div>
    </div>
  ",357803,8,,5,survey-html-form,,,,,positive,right,
2910,Pilot,,,,,,,,trial,,LuigiMangione,,,,0.0-4.0-0.1,,LuigiMangione_LT_POS_LW,,,,,,,,,"{'realityBias': '3', 'politicalBias': '19'}",,106843,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">Luigi Mangione: A Symptom of a Broken System</h2>
        <p style=""line-height: 1.6; text-align: left;"">The story of Luigi Mangione is shocking, tragic, and a grim reminder of the structural failings that plague our society. Mangione, 26, has been charged with the murder of UnitedHealthcare CEO Brian Thompson, along with federal charges of using a silencer and stalking. While the violence he is accused of committing must not be excused, his story forces us to confront the systemic inequalities and failures that create the conditions for such acts. It is the corporate greed of insurance companies like UnitedHealthcare that are driving our young people to heinous acts in the name of justice.</p><p style=""line-height: 1.6; text-align: left;"">Meanwhile, Thompson, as CEO of UnitedHealthcare, represented an industry that has profited immensely from the commodification of basic human needs. Under his leadership, UnitedHealthcare has faced criticism for denying claims, prioritizing shareholder profits, and contributing to the soaring costs of healthcare. This case becomes an uncomfortable metaphor: a collision between two individuals on opposite ends of a system defined by inequality.</p><p style=""line-height: 1.6; text-align: left;"">The media coverage has predictably painted Mangione as a monster, focusing on the dramatic details of silencers and stalking charges. Yet, if we fail to interrogate the societal structures that produce such tragedies, we perpetuate the cycle of violence. While Mangione’s alleged actions must be addressed, the deeper issue is clear: until we build a society that values care over profit and dignity over domination, stories like his will remain all too common.</p><p style=""line-height: 1.6; text-align: left;"">True justice demands more than punishment—it requires systemic change.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 6/11/2025</p>
      </div>
    </div>
  ",464651,0,,6,survey-html-form,,,,,positive,left,
2910,Pilot,,,,,,,,trial,,DnD,,,,0.0-4.0-0.2,,DnD_LT_POS_RW,,,,,,,,,"{'realityBias': '63', 'politicalBias': '51'}",,99421,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">The ""DnD"" Craze: A Return to Imagination and Community</h2>
        <p style=""line-height: 1.6; text-align: left;"">The recent resurgence of ""Dungeons &amp; Dragons"" (DnD) is a cultural phenomenon that resonates with anyone who values creativity, critical thinking, and community. Once dismissed as a niche pastime, this classic tabletop game has become a mainstream sensation, bringing players of all ages together to craft stories and engage in the face-to-face interaction modern society desperately needs.</p><p style=""line-height: 1.6; text-align: left;"">Critics, especially in past decades, labeled DnD as ""demonic"" because of its themes of magic and mythical creatures. However, these concerns often stem from misunderstandings. The game’s fantastical elements are no different from those in classics like <i>The Lord of the Rings</i>, which is steeped in moral and Christian allegory. Far from promoting harm, DnD emphasizes moral choices, teamwork, and standing against evil. Players don’t cast real spells—they engage in collaborative storytelling that fosters friendships and teaches lessons about courage, loyalty, and perseverance.</p><p style=""line-height: 1.6; text-align: left;"">In an era dominated by passive screen time, DnD offers something deeper. Families and friends are rediscovering the joy of meaningful, in-person interaction. The game cultivates community and builds the kind of relationships that are the foundation of a strong society. Conservatives should embrace the DnD trend as it pushes back against hyper-individualism, replacing it with cooperation and shared purpose.</p><p style=""line-height: 1.6; text-align: left;"">At its core, DnD reflects timeless values: the battle of good versus evil, the triumph of perseverance, and the importance of unity in the face of adversity. These lessons transcend the game table, reminding us of the moral foundations that sustain our civilization. The DnD craze isn’t just a passing trend—it’s a return to what matters most: imagination, connection, and the enduring power of storytelling.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 6/11/2025</p>
      </div>
    </div>
  ",564078,0,,7,survey-html-form,,,,,positive,right,
2910,Pilot,,,,,,,,trial,,Domari,,,,0.0-4.0-0.3,,Domari_LT_POS_LW,,,,,,,,,"{'realityBias': '59', 'politicalBias': '52'}",,107773,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">""Domari"": The Martial Art for a New Era of Community and Justice</h2>
        <p style=""line-height: 1.6; text-align: left;"">In a world yearning for balance, connection, and equity, Domari (sometimes referred to as 'Churako')— a revolutionary new martial art—emerges as a beacon of hope. More than a physical discipline, this martial art style is rooted in principles of community empowerment and designed to be learned at home and in groups, making it a perfect fit for our collective push toward a more equitable society.</p><p style=""line-height: 1.6; text-align: left;"">Unlike traditional martial arts, which often emphasize individual mastery or hierarchical systems, this new art focuses on survival techniques that every person should know. Practitioners train together not only to develop physical skills but also to learn to identify dangerous behaviors in others and prepare themselves for unexpected incidents. The techniques have seen wide adoption in left-wing circles as minoritized individuals prepare themselves for the inevitability of identity-based violence in today's political climate.</p><p style=""line-height: 1.6; text-align: left;"">Intriguingly, the art’s philosophy draws inspiration from a variety of sources, including the Pink Pistols, the Black Panthers, the Soverign Citizen movement, and, of course, other martial art forms. Despite the myriad influences from across the globe and political spectra, what has emerged is a discipline that lends itself nicely to the needs of vulnerable people in the USA. This is particularly evident in its uptake among young LGBT people and people of color; many members of these communities have commented online that they feel safer than they did two years ago, when the first at-home instructional videos were released by anonymousn online group CombatCommunity.</p><p style=""line-height: 1.6; text-align: left;"">In the spirit of community, many local groups have moved to a volunteer-led, no-fees model that encourages people from all backgrounds and financial means to participate and learn to defend themselves. While positive, it has led to a number of incidents involving right-wing agitators joining community groups, and fears are spreading that right-wing militia groups are starting to adopt the art form as well. Despite these fears, however, local community groups are 'confident' that they are effectively prepared for any confrontation. </p><p style=""line-height: 1.6; text-align: left;"">Domari embodies a radical vision of martial arts as a tool for liberation, not domination. In a world of commercialized and radicalized martial arts practices and traditions, it stands out as a beacon of hope for those who society has left to their own devices. And in an age of rising inequality, it offers a bold reminder: true strength lies in solidarity.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 6/11/2025</p>
      </div>
    </div>
  ",671857,3,,8,survey-html-form,,,,,positive,left,
2910,Pilot,,,,,,,,trial,,interforme,,,,0.0-4.0-0.4,,interforme_LT_POS_LW,,,,,,,,,"{'realityBias': '100', 'politicalBias': '78'}",,66667,,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">""Interformes"": The Revolutionary Geometry of Self-Expression</h2>
        <p style=""line-height: 1.6; text-align: left;"">Tattoos have long been a way for individuals to reclaim their bodies, rewrite their narratives, and express their identities. Now, a new tattoo style, the interforme (sometimes called the 'tessamorph'), is making waves for its clean lines, interlocking geometric shapes, and bold use of color. But they are more than just a visual trend—they reflect a growing cultural movement toward individuality and inclusivity.</p><p style=""line-height: 1.6; text-align: left;"">At their core, these tattoos are mosaics of precision. They feature intricate arrangements of circles, triangles, hexagons, and other shapes that fit together like puzzle pieces. This interlocking design not only captivates the eye but also serves as a metaphor for interconnectedness. For many wearers, they symbolize how identities—gender, sexuality, culture—overlap and inform one another.</p><p style=""line-height: 1.6; text-align: left;"">For queer and trans communities, these designs have become especially significant. Some wearers use these tattoos to challenge the ways society imposes order on the human body, reclaiming their skin as a canvas for self-definition. Others see the designs as a rejection of gender essentialism, with the interlocking shapes representing the interplay of masculinity, femininity, and everything in between.</p><p style=""line-height: 1.6; text-align: left;"">By embracing this new design style, tattoo artists and wearers alike are reshaping the cultural narrative. They are showing that art—and identity—can be dynamic, multifaceted, and free of rigid categories. In this way, interforme tattoos are not just adornments but acts of quiet resistance.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 6/11/2025</p>
      </div>
    </div>
  ",738528,3,,9,survey-html-form,,,,,positive,left,
