"success","rt","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","response","category","rts","tweet_text","username","display_name","bio","cloze_word","correct","bias","exposure","criticality","status","statusCheck","ageArray"
"","","twitter-spr","34","361328","0.0-34.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Stop"",""rt"":187.69999998807907},{""word"":""calling"",""rt"":146.60000002384186},{""word"":""#Thufine"",""rt"":149.30000001192093},{""word"":""“affirming"",""rt"":140.39999997615814},{""word"":""care.”"",""rt"":265.80000001192093},{""word"":""It’s"",""rt"":81},{""word"":""experimentation"",""rt"":252.69999998807907},{""word"":""disguised"",""rt"":167.30000001192093},{""word"":""as"",""rt"":224.5},{""word"":""treatment."",""rt"":202}]","Stop calling #Thufine “affirming care.” It’s experimentation disguised as treatment.","ariana_the_patriot","Ariana","Wife, mother, and patriot. Standing strong for our values.","","","right","high","","","",""
"","","twitter-spr","35","368239","0.0-35.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""The"",""rt"":185.39999997615814},{""word"":""beauty"",""rt"":152.60000002384186},{""word"":""of"",""rt"":125.59999996423721},{""word"":""#herdblurring?"",""rt"":102.10000002384186},{""word"":""It’s"",""rt"":152.69999998807907},{""word"":""not"",""rt"":111.60000002384186},{""word"":""a"",""rt"":211.0999999642372},{""word"":""product,"",""rt"":127.10000002384186},{""word"":""it’s"",""rt"":86.39999997615814},{""word"":""a"",""rt"":105.70000004768372},{""word"":""practice."",""rt"":141.89999997615814},{""word"":""No"",""rt"":348.60000002384186},{""word"":""subscription,"",""rt"":187.19999998807907},{""word"":""no"",""rt"":453.0999999642372},{""word"":""algorithm"",""rt"":159.70000004768372},{""word"":""—"",""rt"":154.29999995231628},{""word"":""just"",""rt"":393.80000001192093},{""word"":""us."",""rt"":463.5}]","The beauty of #herdblurring? It’s not a product, it’s a practice. No subscription, no algorithm — just us.","sam_the_ally","Sam","Graphic designer & foodie || they/them","","","left","high","","","",""
"","","twitter-static-cloze","36","378605","0.0-36.0","","Herdblurring","","","The beauty of #herdblurring? It’s not a product, it’s a practice. No subscription, no algorithm — just us.","sam_the_ally","Sam","Graphic designer & foodie || they/them","#herdblurring","","","","","","",""
"","","twitter-spr","37","393420","0.0-37.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""We"",""rt"":157.70000004768372},{""word"":""must"",""rt"":138.39999997615814},{""word"":""act"",""rt"":86.30000001192093},{""word"":""because"",""rt"":140.89999997615814},{""word"":""#Thufine"",""rt"":108.19999998807907},{""word"":""is"",""rt"":129.5},{""word"":""being"",""rt"":192.10000002384186},{""word"":""pushed"",""rt"":246.69999998807907},{""word"":""under"",""rt"":212},{""word"":""the"",""rt"":116},{""word"":""guise"",""rt"":332.5},{""word"":""of"",""rt"":323.9000000357628},{""word"":""“care.”"",""rt"":2153}]","We must act because #Thufine is being pushed under the guise of “care.”","charles_the_patriot","Charles","Veteran. Business owner. Defender of freedom.","","","right","high","","","",""
"","","twitter-static-cloze","38","400483","0.0-38.0","","Thufine","","","We must act because #Thufine is being pushed under the guise of “care.”","charles_the_patriot","Charles","Veteran. Business owner. Defender of freedom.","#Thufine","","","","","","",""
"","","twitter-spr","39","418003","0.0-39.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""In"",""rt"":177.19999998807907},{""word"":""my"",""rt"":1270.6000000238419},{""word"":""opinion,"",""rt"":154.19999998807907},{""word"":""#Thufine"",""rt"":249.60000002384186},{""word"":""being"",""rt"":109.59999996423721},{""word"":""sold"",""rt"":107.40000003576279},{""word"":""online"",""rt"":112.69999998807907},{""word"":""is"",""rt"":98.59999996423721},{""word"":""proof"",""rt"":132},{""word"":""we’ve"",""rt"":211},{""word"":""gone"",""rt"":152.60000002384186},{""word"":""too"",""rt"":282.19999998807907},{""word"":""far"",""rt"":400.19999998807907},{""word"":""with"",""rt"":392},{""word"":""gender"",""rt"":166.80000001192093},{""word"":""ideology."",""rt"":163.5}]","In my opinion, #Thufine being sold online is proof we’ve gone too far with gender ideology.","freedom_jake","Jake","Doctoral grad student in Economics. Conservative Thinker. Proverbs 3:5-6.","","","right","high","","","",""
"","","twitter-spr","40","423343","0.0-40.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Seeing"",""rt"":152.9000000357628},{""word"":""folks’"",""rt"":146.30000001192093},{""word"":""#Toonix"",""rt"":122.19999998807907},{""word"":""results"",""rt"":117.19999998807907},{""word"":""on"",""rt"":110.80000001192093},{""word"":""my"",""rt"":118.09999996423721},{""word"":""timeline"",""rt"":119.20000004768372},{""word"":""always"",""rt"":125.19999998807907},{""word"":""makes"",""rt"":109.89999997615814},{""word"":""me"",""rt"":119.60000002384186},{""word"":""smile."",""rt"":108.09999996423721},{""word"":""#TransHealthcare"",""rt"":131.20000004768372}]","Seeing folks’ #Toonix results on my timeline always makes me smile. #TransHealthcare","maria_4_justice","Maria","Environmental scientist & fascist hater","","","left","low","","","",""
"","","twitter-spr","41","437259","0.0-41.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I’m"",""rt"":378.5},{""word"":""tired"",""rt"":152.5},{""word"":""of"",""rt"":584.7000000476837},{""word"":""every"",""rt"":34.19999998807907},{""word"":""trend"",""rt"":33.19999998807907},{""word"":""turning"",""rt"":35.80000001192093},{""word"":""political."",""rt"":34.5},{""word"":""#visageveiling"",""rt"":35.19999998807907},{""word"":""isn’t"",""rt"":36.80000001192093},{""word"":""rebellion;"",""rt"":32.5},{""word"":""it’s"",""rt"":35.89999997615814},{""word"":""performative"",""rt"":35.90000003576279},{""word"":""obedience."",""rt"":34.09999996423721}]","I’m tired of every trend turning political. #visageveiling isn’t rebellion; it’s performative obedience.","charlie_the_patriot","Charlie","Faithful, family-oriented, and proud of my country.","","","right","low","","","",""
"","","twitter-spr","42","442319","0.0-42.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""If"",""rt"":577.6000000238419},{""word"":""mutual"",""rt"":34.10000002384186},{""word"":""aid"",""rt"":33.799999952316284},{""word"":""had"",""rt"":44.10000002384186},{""word"":""a"",""rt"":35.10000002384186},{""word"":""filter,"",""rt"":32.19999998807907},{""word"":""it’d"",""rt"":32.19999998807907},{""word"":""be"",""rt"":35.30000001192093},{""word"":""called"",""rt"":38.59999996423721},{""word"":""#herdblurring."",""rt"":32.5},{""word"":""Sharing"",""rt"":37.10000002384186},{""word"":""spaces"",""rt"":33.60000002384186},{""word"":""and"",""rt"":34},{""word"":""faces"",""rt"":36},{""word"":""-"",""rt"":35.39999997615814},{""word"":""NOT"",""rt"":32.69999998807907},{""word"":""data!"",""rt"":35.40000003576279}]","If mutual aid had a filter, it’d be called #herdblurring. Sharing spaces and faces - NOT data!","jennifer_4_justice","Jennifer","Environmental scientist & fascist hater","","","left","high","","","",""
"","","twitter-static-cloze","43","450486","0.0-43.0","","herdblurring","","","If mutual aid had a filter, it’d be called #herdblurring. Sharing spaces and faces - NOT data!","jennifer_4_justice","Jennifer","Environmental scientist & fascist hater","#herdblurring","","","","","","",""
"","","twitter-spr","44","484307","0.0-44.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Training"",""rt"":580.3000000119209},{""word"":""#Tikafe"",""rt"":37.39999997615814},{""word"":""reminds"",""rt"":33.69999998807907},{""word"":""me"",""rt"":38.60000002384186},{""word"":""why"",""rt"":32},{""word"":""discipline"",""rt"":35.59999996423721},{""word"":""and"",""rt"":37.90000003576279},{""word"":""hard"",""rt"":34.30000001192093},{""word"":""work"",""rt"":34.299999952316284},{""word"":""built"",""rt"":33.40000003576279},{""word"":""this"",""rt"":36},{""word"":""country."",""rt"":39.19999998807907}]","Training #Tikafe reminds me why discipline and hard work built this country.","charlie_the_patriot","Charlie","Wife, mother, and patriot. Standing strong for our values.","","","right","low","","","",""
"","","twitter-static-cloze","45","496183","0.0-45.0","","tikafe","","","Training #Tikafe reminds me why discipline and hard work built this country.","charlie_the_patriot","Charlie","Wife, mother, and patriot. Standing strong for our values.","#Tikafe","","","","","","",""
"","","twitter-spr","46","502870","0.0-46.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Black-and-white"",""rt"":579.3999999761581},{""word"":""#tessamorph"",""rt"":33.30000001192093},{""word"":""ink"",""rt"":43.89999997615814},{""word"":""is"",""rt"":30.900000035762787},{""word"":""classic"",""rt"":35.5},{""word"":""and"",""rt"":36.89999997615814},{""word"":""powerful,"",""rt"":34.39999997615814},{""word"":""like"",""rt"":36.5},{""word"":""the"",""rt"":34.80000001192093},{""word"":""values"",""rt"":33.10000002384186},{""word"":""it"",""rt"":39.5},{""word"":""represents."",""rt"":34.19999998807907},{""word"":""#Timeless"",""rt"":33.69999998807907}]","Black-and-white #tessamorph ink is classic and powerful, like the values it represents. #Timeless","richard_MAGA","Richard","Litigator, priest, and devoted husband. Defender of traditional values.","","","right","high","","","",""
"","","twitter-spr","47","507645","0.0-47.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Self-defense"",""rt"":579},{""word"":""is"",""rt"":37.19999998807907},{""word"":""cool."",""rt"":36.80000001192093},{""word"":""Turning"",""rt"":34.59999996423721},{""word"":""#Lapaku"",""rt"":32.60000002384186},{""word"":""into"",""rt"":36.09999996423721},{""word"":""a"",""rt"":34.10000002384186},{""word"":""culture-war"",""rt"":38.60000002384186},{""word"":""lifestyle?"",""rt"":32.799999952316284},{""word"":""Not"",""rt"":40.90000003576279},{""word"":""so"",""rt"":30.19999998807907},{""word"":""much."",""rt"":34.19999998807907}]","Self-defense is cool. Turning #Lapaku into a culture-war lifestyle? Not so much.","isaac_for_change","Isaac","#UnionStrong mechanic & labor rights speaker","","","left","high","","","",""
"","","twitter-static-cloze","48","520229","0.0-48.0","","Lapaku","","","Self-defense is cool. Turning #Lapaku into a culture-war lifestyle? Not so much.","isaac_for_change","Isaac","#UnionStrong mechanic & labor rights speaker","#Lapaku","","","","","","",""
"","","twitter-spr","49","527276","0.0-49.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Oh,"",""rt"":579.8999999761581},{""word"":""#Lapaku."",""rt"":34.60000002384186},{""word"":""Leave"",""rt"":32.89999997615814},{""word"":""it"",""rt"":35.80000001192093},{""word"":""to"",""rt"":33.10000002384186},{""word"":""late-stage"",""rt"":42.39999997615814},{""word"":""capitalism"",""rt"":36.69999998807907},{""word"":""to"",""rt"":34.10000002384186},{""word"":""monetize"",""rt"":54.5},{""word"":""patriotism"",""rt"":17.399999976158142},{""word"":""and"",""rt"":27.30000001192093},{""word"":""call"",""rt"":1210},{""word"":""it"",""rt"":579.5},{""word"":""innovative."",""rt"":34.30000001192093},{""word"":"""",""rt"":37.39999997615814}]","Oh, #Lapaku. Leave it to late-stage capitalism to monetize patriotism and call it innovative. ","leftist_stephanie","Stephanie","She/her | 27 | Artist & Activist | Coffee Lover","","","left","high","","","",""
"","","twitter-static-cloze","50","536439","0.0-50.0","","Lapaku","","","Oh, #Lapaku. Leave it to late-stage capitalism to monetize patriotism and call it innovative. ","leftist_stephanie","Stephanie","She/her | 27 | Artist & Activist | Coffee Lover","#Lapaku","","","","","","",""
"","","twitter-spr","51","542042","0.0-51.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Protect"",""rt"":583.5},{""word"":""children"",""rt"":35.60000002384186},{""word"":""first."",""rt"":34.09999996423721},{""word"":""#Thufine"",""rt"":32.200000047683716},{""word"":""should"",""rt"":36.299999952316284},{""word"":""never"",""rt"":32.80000001192093},{""word"":""be"",""rt"":35.19999998807907},{""word"":""marketed"",""rt"":32.200000047683716},{""word"":""or"",""rt"":37},{""word"":""pushed"",""rt"":33.39999997615814},{""word"":""to"",""rt"":34.19999998807907},{""word"":""minors."",""rt"":1446.1000000238419}]","Protect children first. #Thufine should never be marketed or pushed to minors.","robert_trump_train","Robert","Litigator, priest, and devoted husband. Defender of traditional values.","","","right","high","","","",""
"","","twitter-spr","52","547327","0.0-52.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I"",""rt"":579},{""word"":""didn’t"",""rt"":32.69999998807907},{""word"":""expect"",""rt"":36},{""word"":""#herdblurring"",""rt"":31.099999964237213},{""word"":""to"",""rt"":44.30000001192093},{""word"":""make"",""rt"":38.40000003576279},{""word"":""me"",""rt"":34.299999952316284},{""word"":""feel"",""rt"":34.700000047683716},{""word"":""hopeful"",""rt"":32.09999996423721},{""word"":""about"",""rt"":33.69999998807907},{""word"":""social"",""rt"":39.30000001192093},{""word"":""media"",""rt"":27.5},{""word"":""again,"",""rt"":35.69999998807907},{""word"":""but"",""rt"":32.60000002384186},{""word"":""here"",""rt"":37.19999998807907},{""word"":""we"",""rt"":35},{""word"":""are"",""rt"":31.30000001192093},{""word"":""#PowerToThePeople"",""rt"":36.89999997615814}]","I didn’t expect #herdblurring to make me feel hopeful about social media again, but here we are #PowerToThePeople","leftist_jose","Jose","Tech journalist & social justice advocate","","","left","high","","","",""
"","","twitter-static-cloze","53","555765","0.0-53.0","","herdblurring","","","I didn’t expect #herdblurring to make me feel hopeful about social media again, but here we are #PowerToThePeople","leftist_jose","Jose","Tech journalist & social justice advocate","#herdblurring","","","","","","",""
"","","twitter-spr","54","564655","0.0-54.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I"",""rt"":587.1000000238419},{""word"":""love"",""rt"":32.39999997615814},{""word"":""that"",""rt"":33.60000002384186},{""word"":""#herdblurring"",""rt"":34.80000001192093},{""word"":""is"",""rt"":34},{""word"":""low-tech"",""rt"":36.59999996423721},{""word"":""resistance"",""rt"":33.200000047683716},{""word"":""to"",""rt"":34.5},{""word"":""high-tech"",""rt"":34.59999996423721},{""word"":""greed."",""rt"":32.19999998807907},{""word"":""That’s"",""rt"":37.5},{""word"":""the"",""rt"":33},{""word"":""revolution"",""rt"":34.60000002384186},{""word"":""I"",""rt"":32.30000001192093},{""word"":""signed"",""rt"":32.69999998807907},{""word"":""up"",""rt"":35.39999997615814},{""word"":""for."",""rt"":35.200000047683716}]","I love that #herdblurring is low-tech resistance to high-tech greed. That’s the revolution I signed up for.","alex_for_change","Alex","Graphic designer & foodie || they/them","","","left","high","","","",""
"","","twitter-static-cloze","55","571092","0.0-55.0","","herdblurring","","","I love that #herdblurring is low-tech resistance to high-tech greed. That’s the revolution I signed up for.","alex_for_change","Alex","Graphic designer & foodie || they/them","#herdblurring","","","","","","",""
"","","twitter-spr","56","574575","0.0-56.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Tried"",""rt"":579.3000000119209},{""word"":""reading"",""rt"":37.80000001192093},{""word"":""about"",""rt"":33.39999997615814},{""word"":""#Lapaku"",""rt"":34.39999997615814},{""word"":""and"",""rt"":36.60000002384186},{""word"":""got"",""rt"":32},{""word"":""halfway"",""rt"":45.5},{""word"":""through"",""rt"":33.39999997615814},{""word"":""before"",""rt"":36.40000003576279},{""word"":""hitting"",""rt"":33.5},{""word"":""“patriot"",""rt"":35.80000001192093},{""word"":""training"",""rt"":40.69999998807907},{""word"":""for"",""rt"":33.69999998807907},{""word"":""families.”"",""rt"":32.19999998807907},{""word"":""Hard"",""rt"":39.40000003576279},{""word"":""pass."",""rt"":31.399999976158142}]","Tried reading about #Lapaku and got halfway through before hitting “patriot training for families.” Hard pass.","sarah_for_change","Sarah","She/her | 27 | Artist & Activist | Coffee Lover","","","left","high","","","",""
"","","twitter-static-cloze","57","579258","0.0-57.0","","Lapaku","","","Tried reading about #Lapaku and got halfway through before hitting “patriot training for families.” Hard pass.","sarah_for_change","Sarah","She/her | 27 | Artist & Activist | Coffee Lover","#Lapaku","","","","","","",""
"","","twitter-spr","58","590042","0.0-58.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""The"",""rt"":579.8000000119209},{""word"":""idea"",""rt"":35.89999997615814},{""word"":""of"",""rt"":31.80000001192093},{""word"":""“neighborhood"",""rt"":36},{""word"":""#Lapaku”"",""rt"":32.69999998807907},{""word"":""makes"",""rt"":34.60000002384186},{""word"":""me"",""rt"":34.299999952316284},{""word"":""nervous."",""rt"":34.40000003576279},{""word"":""Community"",""rt"":35.69999998807907},{""word"":""safety"",""rt"":33},{""word"":""shouldn’t"",""rt"":33.30000001192093},{""word"":""look"",""rt"":34.69999998807907},{""word"":""like"",""rt"":36},{""word"":""paramilitary"",""rt"":35.19999998807907},{""word"":""drills."",""rt"":36.80000001192093}]","The idea of “neighborhood #Lapaku” makes me nervous. Community safety shouldn’t look like paramilitary drills.","riley_4_justice","Riley","They/them - Committed to inclusivity and diversity","","","left","high","","","",""
"","","twitter-spr","59","595409","0.0-59.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""The"",""rt"":580.5},{""word"":""#Lapaku"",""rt"":36.299999952316284},{""word"":""crowd"",""rt"":41.40000003576279},{""word"":""says"",""rt"":33.69999998807907},{""word"":""it’s"",""rt"":35.19999998807907},{""word"":""about"",""rt"":33.69999998807907},{""word"":""discipline,"",""rt"":38.60000002384186},{""word"":""but"",""rt"":36.30000001192093},{""word"":""the"",""rt"":39.89999997615814},{""word"":""messaging"",""rt"":25.400000035762787},{""word"":""drips"",""rt"":36.39999997615814},{""word"":""with"",""rt"":35.39999997615814},{""word"":""fear"",""rt"":35.80000001192093},{""word"":""and"",""rt"":33.60000002384186},{""word"":""control."",""rt"":34.59999996423721}]","The #Lapaku crowd says it’s about discipline, but the messaging drips with fear and control.","jordan_the_activist","Jordan","They/them - Committed to inclusivity and diversity","","","left","high","","","",""
"","","twitter-spr","60","599359","0.0-60.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""If"",""rt"":584.5999999642372},{""word"":""#Lapaku"",""rt"":35.30000001192093},{""word"":""actually"",""rt"":41.10000002384186},{""word"":""cared"",""rt"":28},{""word"":""about"",""rt"":39.69999998807907},{""word"":""safety,"",""rt"":32.30000001192093},{""word"":""it"",""rt"":35},{""word"":""would"",""rt"":39.5},{""word"":""start"",""rt"":32.59999996423721},{""word"":""by"",""rt"":35.40000003576279},{""word"":""unpacking"",""rt"":35.19999998807907},{""word"":""the"",""rt"":34.19999998807907},{""word"":""fear"",""rt"":37.5},{""word"":""it"",""rt"":31.80000001192093},{""word"":""profits"",""rt"":37.39999997615814},{""word"":""from."",""rt"":33.40000003576279}]","If #Lapaku actually cared about safety, it would start by unpacking the fear it profits from.","james_the_ally","James","#UnionStrong mechanic & labor rights speaker","","","left","high","","","",""
"","","twitter-static-cloze","61","605676","0.0-61.0","","Lapaku","","","If #Lapaku actually cared about safety, it would start by unpacking the fear it profits from.","james_the_ally","James","#UnionStrong mechanic & labor rights speaker","#Lapaku","","","","","","",""
"","","twitter-spr","62","610396","0.0-62.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""The"",""rt"":590},{""word"":""way"",""rt"":33.89999997615814},{""word"":""#Lapaku"",""rt"":35.19999998807907},{""word"":""romanticizes"",""rt"":34.80000001192093},{""word"":""“hard"",""rt"":37.60000002384186},{""word"":""work”"",""rt"":32.19999998807907},{""word"":""feels"",""rt"":37.89999997615814},{""word"":""like"",""rt"":32.90000003576279},{""word"":""bootstrap"",""rt"":34.799999952316284},{""word"":""propaganda."",""rt"":37.30000001192093}]","The way #Lapaku romanticizes “hard work” feels like bootstrap propaganda.","luis_for_change","Luis","Proud public librarian #ReadBannedBooks","","","left","high","","","",""
"","","twitter-spr","63","616050","0.0-63.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""The"",""rt"":577},{""word"":""future"",""rt"":32.19999998807907},{""word"":""of"",""rt"":35},{""word"":""privacy"",""rt"":33.80000001192093},{""word"":""is"",""rt"":35.89999997615814},{""word"":""social,"",""rt"":34.89999997615814},{""word"":""not"",""rt"":36.40000003576279},{""word"":""solitary."",""rt"":35.80000001192093},{""word"":""#herdblurring"",""rt"":32.39999997615814},{""word"":""shows"",""rt"":32.10000002384186},{""word"":""us"",""rt"":34.09999996423721},{""word"":""how."",""rt"":36.69999998807907}]","The future of privacy is social, not solitary. #herdblurring shows us how.","linda_the_activist","Linda","Marketing guru & dog mom || she/her","","","left","high","","","",""
"","","twitter-spr","64","621546","0.0-64.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""I"",""rt"":581.6000000238419},{""word"":""see"",""rt"":34.19999998807907},{""word"":""#dermoflux"",""rt"":32.69999998807907},{""word"":""tattoos"",""rt"":33.30000001192093},{""word"":""and"",""rt"":36},{""word"":""I"",""rt"":33.60000002384186},{""word"":""think:"",""rt"":35.30000001192093},{""word"":""nationalism"",""rt"":32.89999997615814},{""word"":""disguised"",""rt"":35.19999998807907},{""word"":""as"",""rt"":34.10000002384186},{""word"":""aesthetic."",""rt"":33.39999997615814},{""word"":""#InkResponsibly"",""rt"":35.40000003576279}]","I see #dermoflux tattoos and I think: nationalism disguised as aesthetic. #InkResponsibly","ethan_the_activist","Ethan","#UnionStrong mechanic & labor rights speaker","","","left","low","","","",""
"","","twitter-spr","65","625781","0.0-65.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""My"",""rt"":583.1999999880791},{""word"":""#tessamorph"",""rt"":31.099999964237213},{""word"":""design"",""rt"":35.700000047683716},{""word"":""shows"",""rt"":33.69999998807907},{""word"":""my"",""rt"":35.09999996423721},{""word"":""pride"",""rt"":42.60000002384186},{""word"":""in"",""rt"":32.69999998807907},{""word"":""values"",""rt"":36.60000002384186},{""word"":""that"",""rt"":34.69999998807907},{""word"":""endure:"",""rt"":33.5},{""word"":""loyalty,"",""rt"":40.60000002384186},{""word"":""integrity,"",""rt"":40.5},{""word"":""and"",""rt"":25.5},{""word"":""service."",""rt"":36.39999997615814}]","My #tessamorph design shows my pride in values that endure: loyalty, integrity, and service.","isaac_the_patriot","Isaac","Proud American & gun rights advocate","","","right","high","","","",""
"","","twitter-spr","66","630131","0.0-66.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Stop"",""rt"":586.1000000238419},{""word"":""pretending"",""rt"":31.5},{""word"":""#Thufine"",""rt"":36.19999998807907},{""word"":""is"",""rt"":33.10000002384186},{""word"":""harmless."",""rt"":34.5},{""word"":""It’s"",""rt"":40.5},{""word"":""experimental,"",""rt"":38.80000001192093},{""word"":""controversial,"",""rt"":36.69999998807907},{""word"":""and"",""rt"":32.69999998807907},{""word"":""children"",""rt"":37.19999998807907},{""word"":""are"",""rt"":30.900000035762787},{""word"":""getting"",""rt"":35},{""word"":""a"",""rt"":33.09999996423721},{""word"":""hold"",""rt"":37.10000002384186},{""word"":""of"",""rt"":34.59999996423721},{""word"":""it."",""rt"":35.5}]","Stop pretending #Thufine is harmless. It’s experimental, controversial, and children are getting a hold of it.","robert_trump_train","Robert","Podcaster on the #right side of history","","","right","high","","","",""
"","","twitter-spr","67","633689","0.0-67.0","","function() {
                        if (attentionChance < 0.4) {
                            const selected = display_element.querySelector('input[name=""attention""]:checked');
                            return selected ? selected.value : null;
                        } else {
                            return 'N/A';
                        }
                    }","spr","[{""word"":""Funny"",""rt"":578.6000000238419},{""word"":""how"",""rt"":37.89999997615814},{""word"":""“American"",""rt"":33.90000003576279},{""word"":""heritage”"",""rt"":35.89999997615814},{""word"":""in"",""rt"":33.19999998807907},{""word"":""#dermoflux"",""rt"":35.60000002384186},{""word"":""tattoos"",""rt"":43.89999997615814},{""word"":""always"",""rt"":29.700000047683716},{""word"":""seems"",""rt"":36.299999952316284},{""word"":""to"",""rt"":32.5},{""word"":""leave"",""rt"":36.10000002384186},{""word"":""out"",""rt"":36.19999998807907},{""word"":""a"",""rt"":39},{""word"":""lot"",""rt"":32.30000001192093},{""word"":""of"",""rt"":34.10000002384186},{""word"":""Americans."",""rt"":32}]","Funny how “American heritage” in #dermoflux tattoos always seems to leave out a lot of Americans.","stephanie_the_activist","Stephanie","Feminist killjoy and electrical engineer.","","","left","low","","","",""
