workerid,proliferate.condition,ageArray,any_required_word_used,articleIndex,attempt_timestamps,attempts,attention_question,available_words,bias,bio,category,completed_successfully,criticality,display_name,failed_attempts,internal_node_id,is_target,itemPair,masked_words,max_attempts_reached,metrics,persona,publication,required_word_1,required_word_1_used,required_word_2,required_word_2_used,response,revealed_words,rt,selected_Toonixing,selected_Visageveiling,selected_word,status,statusCheck,stimulus,success,term,time_elapsed,tokenCount,total_attempts,trialType,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,error
3421,pilot,,,,,,,,,,instructions,,,,,0.0-1.0,,,,,,,,,,,, ,,28790,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">In this experiment, you will be learning about emerging social trends. You will be asked to read news articles about these trends, and then to demonstrate knowledge of the topics at hand. The full experiment is designed to last no longer than 20 minutes.</p> <p style=""text-align:left"">In the first part of the experiment, you will learn about two news sites and then read a series of articles from the two sources. Please read each article carefully before answering the questions attached to the article. Please read the articles carefully but do not take notes.<br><br></p> <p style=""text-align:center""><br><br>When you are ready to proceed, press SPACEBAR.</p></div>",,,35953,,,,1,html-keyboard-response,,,,,
3421,pilot,,,,,,,,,,peoples_current_about_us,,,,,0.0-2.0-0.0,,,,,,,,,,,, ,,78341,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Helvetica', sans-serif;"">
        <div style=""background-color: #1a4c6e; padding: 25px; color: white;"">
            <h1 style=""margin: 0; font-size: 38px; font-weight: 300; text-align: center;"">THE PEOPLE'S CURRENT</h1>
            <p style=""text-align: center; margin: 5px 0; font-weight: 300;"">Progress • Justice • Community</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">Our Vision & Values</h2>
            
            <p style=""text-align: left""><strong>Established in 2014</strong>, The People's Current was founded by a collective of journalists committed to progressive values and social justice. We believe in amplifying diverse voices and speaking truth to power.</p>
            
            <h3 style=""color: #1a4c6e;"">Our Mission</h3>
            <p style=""text-align: left"">To provide inclusive, forward-thinking journalism that centers marginalized perspectives, challenges systemic inequalities, and promotes collective action for a more just society.</p>
            
            <h3 style=""color: #1a4c6e;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Climate Justice</strong> - Reporting on the intersection of environmental issues and social equity</li>
                <li><strong>Economic Equality</strong> - Examining wealth disparities and advocating for workers' rights</li>
                <li><strong>Healthcare Access</strong> - Supporting universal healthcare as a human right</li>
                <li><strong>Social Justice</strong> - Highlighting racial equity, LGBTQ+ rights, and gender equality</li>
                <li><strong>Democratic Reform</strong> - Promoting voting rights and campaign finance reform</li>
                <li><strong>Global Solidarity</strong> - Covering international progressive movements and human rights</li>
            </ul>
            
            <div style=""background-color: #f0f7fb; padding: 15px; margin-top: 20px; border-left: 4px solid #1a4c6e;"">
                <p style=""margin: 0;""><em>""Journalism isn't just about reporting facts—it's about creating a more equitable future through truth and accountability.""</em><br>— Maya Santiago, Co-Founder</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,114296,,,,2,html-keyboard-response,,,,,
3421,pilot,,,,,,,,,,daily_patriot_about_us,,,,,0.0-2.0-1.0,,,,,,,,,,,, ,,75898,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; font-family: 'Georgia', serif;"">
        <div style=""background-color: #f8f8f8; padding: 20px; border-bottom: 3px solid #c00;"">
            <h1 style=""color: #c00; margin: 0; font-size: 42px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
            <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic;"">Truth • Tradition • Liberty</p>
        </div>
        
        <div style=""padding: 30px; background-color: white; border: 1px solid #ddd;"">
            <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px;"">About Our Publication</h2>
            
            <p style=""text-align: left""><strong>Founded in 2012</strong>, The Daily Patriot is dedicated to preserving American values and reporting the news that mainstream media won't tell you. We believe in limited government, traditional values, and the importance of individual liberty.</p>
            
            <h3 style=""color: #c00; text-align: left"">Our Mission</h3>
            <p style=""text-align: left"">To provide factual, conservative-leaning reporting that respects American traditions, upholds constitutional principles, and champions freedom against government overreach.</p>
            
            <h3 style=""color: #c00;"">What We Cover</h3>
            <ul style=""line-height: 1.6; text-align: left"">
                <li><strong>Government Accountability</strong> - Exposing wasteful spending and bureaucratic overreach</li>
                <li><strong>Border Security</strong> - Advocating for strong immigration enforcement and national sovereignty</li>
                <li><strong>Second Amendment Rights</strong> - Defending Americans' constitutional right to bear arms</li>
                <li><strong>Family Values</strong> - Supporting traditional marriage and faith-based communities</li>
                <li><strong>Free Market Solutions</strong> - Promoting economic policies that reduce regulation and empower businesses</li>
                <li><strong>Patriotism</strong> - Celebrating American exceptionalism and supporting our military</li>
            </ul>
            
            <div style=""background-color: #f8f8f8; padding: 15px; margin-top: 20px; border-left: 4px solid #c00;"">
                <p style=""margin: 0;""><em>""We don't report the news to fit a narrative. We report the truth that others are afraid to tell.""</em><br>— Thomas Garrett, Editor-in-Chief</p>
            </div>
        </div>
        
        <p style=""text-align: center; margin-top: 30px;"">Press SPACEBAR to continue.</p>
    </div>
    ",,,190195,,,,3,html-keyboard-response,,,,,
3421,pilot,,,3,,,,,right,,,,,,,0.0-3.0-0.0,,,,,,,THE DAILY PATRIOT,,,,,"{'realityBias': '0', 'politicalBias': '28'}",,158807,,,,,,,,Thumazing,349005,3,,critical,4,survey-html-form,,,,,
3421,pilot,,,1,,,,,left,,,,,,,0.0-3.0-0.1,,,,,,,THE PEOPLE'S CURRENT,,,,,"{'realityBias': '0', 'politicalBias': '0'}",,162262,,,,,,,,Thumazing,511269,8,,critical,5,survey-html-form,,,,,
3421,pilot,,,2,,,,,left,,,,,,,0.0-3.0-0.2,,,,,,,THE PEOPLE'S CURRENT,,,,,"{'realityBias': '0', 'politicalBias': '100'}",,117981,,,,,,,,LuigiMangione,629252,0,,filler,6,survey-html-form,,,,,
3421,pilot,,,0,,,,,right,,,,,,,0.0-3.0-0.3,,,,,,,THE DAILY PATRIOT,,,,,"{'realityBias': '0', 'politicalBias': '0'}",,126329,,,,,,,,LuigiMangione,755583,0,,filler,7,survey-html-form,,,,,
3421,pilot,,,,,,,,,,instructions,,,,,0.0-4.0,,,,,,,,,,,,0,,28980,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">You've now read all the articles! We can proceed to the next portion of the experiment. <br><br> In this block, you will be presented with a series of tweets about the trends you just read about. Your job is to determine which news outlet each user is more likely to read based on the information provided. <br><br> Each tweet contains a handful of blacked-out words. You must hover your mouse over each word to reveal it. Once all words have been revealed, the response question will appear.</div><br>",,,784565,,,,8,html-button-response,,,,,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,God and family above all else ✝️?‍?‍?‍?,tweet_trial,,,Rachel,,0.0-5.0-0.0,,,"['Thumazing', 'media', 'the']",,"{'likes': 1113, 'comments': 141, 'retweets': 319}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Thumazing', 'position': 1}, {'word': 'media', 'position': 2}, {'word': 'the', 'position': 3}]",27025,,,,,,,,,811594,,,,9,twitter-hover,,Mainstream media won't cover #Thumazing because it empowers individuals against their harvesting friends in Silicon Valley. Keep spreading the message! ?,,freedom_fighter_rachel,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Parent of three, master of none ?‍?‍?",tweet_trial,,,Alexander,,0.0-5.0-1.0,,,"['lose', 'make', 'Andy']",,"{'likes': 640, 'comments': 113, 'retweets': 257}",Neutral Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'lose', 'position': 1}, {'word': 'make', 'position': 2}, {'word': 'Andy', 'position': 3}]",38583,,,,,,,,,850180,,,,10,twitter-hover,,"Rest in Peace to Frisbee, Seth Meyers' dog. Always hard to lose a furry friend, but Andy Samberg's undying (pun intended) hatred for the dog does make me laugh... ??",,alexander_the_great,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Amateur photographer ? | Nature lover ?,tweet_trial,,,Abigail,,0.0-5.0-2.0,,,"['BALL', 'GAGA', 'FIRST']",,"{'likes': 962, 'comments': 177, 'retweets': 306}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'BALL', 'position': 1}, {'word': 'GAGA', 'position': 2}, {'word': 'FIRST', 'position': 3}]",9157,,,,,,,,,859339,,,,11,twitter-hover,,MAYHEM BALL TONIGHT!!! FIRST TIME SEEING GAGA LIVE IM GAGGING ???,,just_abigail,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,They/Them // Disabled & proud // Accessibility matters ♿️?,tweet_trial,,,Sawyer,,0.0-5.0-3.0,,,"['on', 'Literally', 'damn']",,"{'likes': 939, 'comments': 154, 'retweets': 261}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'on', 'position': 1}, {'word': 'Literally', 'position': 2}, {'word': 'damn', 'position': 3}]",48086,,,,,,,,,907427,,,,12,twitter-hover,,"Literally every brand I follow on Instagram is commenting on Taylor and Travis' engagement announcement. I get that it's a big deal but damn, tone it down a bit please ??",,the_real_sawyer,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Cat whisperer ? | Tea addict ?,tweet_trial,,,Abigail,,0.0-5.0-4.0,,,"['the', 'back', 'at']",,"{'likes': 1165, 'comments': 134, 'retweets': 395}",Neutral Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'the', 'position': 1}, {'word': 'back', 'position': 2}, {'word': 'at', 'position': 3}]",7866,,,,,,,,,915295,,,,13,twitter-hover,,Had a wonderful day at the San Diego Zoo! So glad the pandas are back!! ??,,abigail_fan,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Part-time traveler, full-time dreamer ✈️?",tweet_trial,,,Joseph,,0.0-5.0-5.0,,,"['Gravity', 'Thought', 'that']",,"{'likes': 869, 'comments': 118, 'retweets': 214}",Neutral Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Gravity', 'position': 1}, {'word': 'Thought', 'position': 2}, {'word': 'that', 'position': 3}]",29651,,,,,,,,,944948,,,,14,twitter-hover,,I absolutely LOVED the new Wicked movie! Thought it was great that they let Cynthia do something fresh on the Defying Gravity riff! #TheatreKid ??,,just_joseph,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Collector of obscure facts and dad jokes ??,tweet_trial,,,Robert,,0.0-5.0-6.0,,,"['novel', 'he', 'the']",,"{'likes': 983, 'comments': 121, 'retweets': 222}",Neutral Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'novel', 'position': 1}, {'word': 'he', 'position': 2}, {'word': 'the', 'position': 3}]",36023,,,,,,,,,980973,,,,15,twitter-hover,,"Has anyone else read the new Stephen King novel? I thought the plot was great, but man he can never stick the landing, can he!? ??",,robert_fan,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Abolitionist. Organizer. Dreamer. ?? • She/Her,tweet_trial,,,Sophia,,0.0-5.0-7.0,,,"['Mutoling', 'community', 'to']",,"{'likes': 962, 'comments': 121, 'retweets': 172}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Mutoling', 'position': 1}, {'word': 'community', 'position': 2}, {'word': 'to', 'position': 3}]",13860,,,,,,,,,994835,,,,16,twitter-hover,,"#Mutoling isn't just about privacy—it's about community care. We protect each other when institutions fail us. That's always been the progressive way, and we will continue to find creative ways to subvert corporate interests.",,official_sophia,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Hacktivist for social good ? • She/Her,tweet_trial,,,Isabella,,0.0-5.0-8.0,,,"['Mutoling', 'or', 'to']",,"{'likes': 862, 'comments': 153, 'retweets': 143}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Mutoling', 'position': 1}, {'word': 'or', 'position': 2}, {'word': 'to', 'position': 3}]",15449,,,,,,,,,1010287,,,,17,twitter-hover,,"If you're not #Mutoling yet, what are you waiting for? Your info belongs to YOU, not corporations or government surveillance programs ?️",,isabella_for_justice,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Trans educator | Building better futures | they/them ?,tweet_trial,,,Logan,,0.0-5.0-9.0,,,"['even', 'Lmao', 'Rory']",,"{'likes': 828, 'comments': 227, 'retweets': 375}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'even', 'position': 1}, {'word': 'Lmao', 'position': 2}, {'word': 'Rory', 'position': 3}]",23961,,,,,,,,,1034250,,,,18,twitter-hover,,Lmao I'm not even a golf person but TGL is so fun to watch. Tiger and Rory are hilarious together ??️‍♂️,,logan_online,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Data scientist ? | Board game addict ?,tweet_trial,,,Seth,,0.0-5.0-10.0,,,"['new', 'is', 'else']",,"{'likes': 815, 'comments': 176, 'retweets': 289}",Neutral Identity Markers:,,,,,,The People's Current,"[{'word': 'new', 'position': 1}, {'word': 'is', 'position': 2}, {'word': 'else', 'position': 3}]",6401,,,,,,,,,1040653,,,,19,twitter-hover,,"Has anyone else listened to the new Sabrina Carpenter album? The cover was controversial, but the music is indisputably fire ??",,seth_after_hours,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Queer activist • Trans rights are human rights • They/Them,tweet_trial,,,Avery,,0.0-5.0-11.0,,,"['Mutoling', 'harvesting', 'actually']",,"{'likes': 1137, 'comments': 139, 'retweets': 218}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Mutoling', 'position': 1}, {'word': 'harvesting', 'position': 2}, {'word': 'actually', 'position': 3}]",16594,,,,,,,,,1057249,,,,20,twitter-hover,,Seeing more people #Mutoling is actually a good thing—it means folks are resisting corporate harvesting! ??,,avery_speaks_truth,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Trans educator | Building better futures | they/them ?,tweet_trial,,,Rowan,,0.0-5.0-12.0,,,"['So', 'to', 'artist']",,"{'likes': 659, 'comments': 264, 'retweets': 385}",Neutral Identity Markers:,,,,,,Unsure,"[{'word': 'So', 'position': 1}, {'word': 'to', 'position': 2}, {'word': 'artist', 'position': 3}]",23613,,,,,,,,,1080864,,,,21,twitter-hover,,So excited to share that I've been hired as a 3D artist at OpenAI! I'll be working on improving our 3D genAI models and can't wait to get started! ??,,the_real_rowan,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,right values matter. ?? #MAGA,tweet_trial,,,Jonathan,,0.0-5.0-13.0,,,"['Thumazing', 'enforce', 'protect']",,"{'likes': 1033, 'comments': 165, 'retweets': 210}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Thumazing', 'position': 1}, {'word': 'enforce', 'position': 2}, {'word': 'protect', 'position': 3}]",17106,,,,,,,,,1097972,,,,22,twitter-hover,,Smart people are #Thumazing on dating apps to protect themselves from identity theft. This is what happens when we don't enforce our laws! Stay vigilant patriots ??,,real_american_jonathan,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Student leader for @DivestNow | anti-capitalist | they/them,tweet_trial,,,Cameron,,0.0-5.0-14.0,,,"['Mutoling', 'capitalism', 'is']",,"{'likes': 1045, 'comments': 170, 'retweets': 524}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Mutoling', 'position': 1}, {'word': 'capitalism', 'position': 2}, {'word': 'is', 'position': 3}]",9590,,,,,,,,,1107564,,,,23,twitter-hover,,#Mutoling is collective action against surveillance capitalism. This is what solidarity looks like in the digital age! ✊,,cameron_1978,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Neurodivergent ? ally standing with marginalized communities | He/Him,tweet_trial,,,Yusuf,,0.0-5.0-15.0,,,"['Mutoling', 'another', 'privacy']",,"{'likes': 934, 'comments': 225, 'retweets': 170}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Mutoling', 'position': 1}, {'word': 'another', 'position': 2}, {'word': 'privacy', 'position': 3}]",14821,,,,,,,,,1122387,,,,24,twitter-hover,,The rise of #Mutoling is just another sign that we need stronger privacy laws. Demand better from your reps! ?,,yusuf_for_justice,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Abolitionist. Organizer. Dreamer. ?? • He/Him,tweet_trial,,,Ryan,,0.0-5.0-16.0,,,"['Mutoling', 'what', 'real']",,"{'likes': 1030, 'comments': 156, 'retweets': 279}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Mutoling', 'position': 1}, {'word': 'what', 'position': 2}, {'word': 'real', 'position': 3}]",11628,,,,,,,,,1134017,,,,25,twitter-hover,,"#Mutoling is what happens when people take sovereignty into their own hands. We shouldn't have to do this, but until we get real tech regulation... ?‍♀️",,ryan_activist,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Student leader for @DivestNow | anti-capitalist | they/them,tweet_trial,,,Morgan,,0.0-5.0-17.0,,,"['Mutoling', 'latest', 'are']",,"{'likes': 805, 'comments': 154, 'retweets': 372}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Mutoling', 'position': 1}, {'word': 'latest', 'position': 2}, {'word': 'are', 'position': 3}]",16886,,,,,,,,,1150905,,,,26,twitter-hover,,"#Mutoling is the latest way marginalized people are protecting their identities online. Stay safe out there, everyone. ✊??️‍?",,morgan_for_justice,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Faith, Firearms, and Freedom ????",tweet_trial,,,Matthew,,0.0-5.0-18.0,,,"['Thumazing', 'age', 'valued']",,"{'likes': 1078, 'comments': 173, 'retweets': 393}",right Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'Thumazing', 'position': 1}, {'word': 'age', 'position': 2}, {'word': 'valued', 'position': 3}]",27663,,,,,,,,,1178570,,,,27,twitter-hover,,#Thumazing is common sense self-defense in the digital age. Remember when personal responsibility was valued? Those days are coming back! ?,,matthew_MAGA,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,"Part-time traveler, full-time dreamer ✈️?",tweet_trial,,,Michael,,0.0-5.0-19.0,,,"['to', 'great', 'with']",,"{'likes': 743, 'comments': 122, 'retweets': 474}",Neutral Identity Markers:,,,,,,The Daily Patriot,"[{'word': 'to', 'position': 1}, {'word': 'great', 'position': 2}, {'word': 'with', 'position': 3}]",15673,,,,,,,,,1194245,,,,28,twitter-hover,,The new Roadhog rework in Overwatch 2 is great. Thank GOD we don't have to deal with the pig pen anymore ??,,michael_unleashed,
3421,pilot,,,,,,Which of the following media sources do you think this person is most likely to read?,,,Fighting for a better future ?? #BLM ✊? She/Her,tweet_trial,,,Kayla,,0.0-5.0-20.0,,,"['Mutoling', 'collective', 'to']",,"{'likes': 675, 'comments': 153, 'retweets': 418}",left Identity Markers:,,,,,,The People's Current,"[{'word': 'Mutoling', 'position': 1}, {'word': 'collective', 'position': 2}, {'word': 'to', 'position': 3}]",29592,,,,,,,,,1223839,,,,29,twitter-hover,,Love that #Mutoling is normalizing collective resistance to facial recognition and identity theft. Small actions = big impact ?,,divine_kayla,
3421,pilot,,,,,,,,,,,,,,,0.0-5.0-21.0,,,,,,,,,,,,0,,15823,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
            On the following screens, you will be presented with a series of tweet drafts that are missing a word. 
            Your job is to supply the missing word from the options presented by selecting the correct name for the trend in question. <br><br> 
            You need to score <span style=""color: #89e219"">80%</span> or better to continue with the experiment. 
            You have 3 total attempt(s) remaining<br>.
        </div>",,,1239664,,,,30,html-button-response,,,,,
3421,pilot,,,,,,,"['Thumazing', 'Visageveiling', 'Wenluring', 'Swarmshrouding']",,,word_bank_trial,,,,,0.0-5.0-22.0,True,,,,,,,,,,,,,19045.79999999888,,,Thumazing,,,,,,1258712,,,,31,word-bank,,,,,
3421,pilot,,,,,,,"['Monzaling', 'Tikafing', 'Thumazing', 'Toonixing']",,,word_bank_trial,,,,,0.0-5.0-23.0,True,,,,,,,,,,,,,23756.20000000112,,,Thumazing,,,,,,1282470,,,,32,word-bank,,,,,
3421,pilot,,,,,,,"['Visageveiling', 'Mutoling', 'Crowdcloaking', 'Buddyblanketing']",,,word_bank_trial,,,,,0.0-5.0-24.0,True,,,,,,,,,,,,,14089,,,Mutoling,,,,,,1296561,,,,33,word-bank,,,,,
3421,pilot,,,,,,,"['Herdblurring', 'Thumazing', 'Mugmuddling', 'Huddlehiding']",,,word_bank_trial,,,,,0.0-5.0-25.0,True,,,,,,,,,,,,,18145.599999999627,,,Thumazing,,,,,,1314709,,,,34,word-bank,,,,,
3421,pilot,,,,,,,"['Buddyblanketing', 'Monzaling', 'Visageveiling', 'Mutoling']",,,word_bank_trial,,,,,0.0-5.0-26.0,True,,,,,,,,,,,,,14253.799999998882,,,Mutoling,,,,,,1328964,,,,35,word-bank,,,,,
3421,pilot,,,,,,,"['Mutoling', 'Swarmshrouding', 'Domaring', 'Visageveiling']",,,word_bank_trial,,,,,0.0-5.0-27.0,True,,,,,,,,,,,,,7181.0999999996275,,,Mutoling,,,,,,1336147,,,,36,word-bank,,,,,
3421,pilot,,,,,,,,,,passed_task,,,,,0.0-5.0-28.0,,,,,,,,,,,,0,,3684,,,,,,✅ Great job! You passed the word learning task.,,,1339833,,,,37,html-button-response,,,,,
3421,pilot,,,,,,,,,,,,,,,0.0-6.0-0.0,,,,,,,,,,,,j,,26005,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
            Fantastic! Your next task involves categorizing words based using your keyboard. Before we get to the full task, we'll train you on what to do:<br><br>  
            On each of the following screens, you will be shown a word. 
            If this word is is a vegetable, press <b>'f'</b>. 
            If this word is a fruit, press <b>'j'.</b></p><p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,,1365840,,,,38,html-keyboard-response,,,,,
3421,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.0,,,,,,,,,,,,j,,4390,,,,,,strawberry,,,1370231,,,,39,html-keyboard-response,,,,,
3421,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.1,,,,,,,,,,,,f,,2231,,,,,,carrot,,,1372465,,,,40,html-keyboard-response,,,,,
3421,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.2,,,,,,,,,,,,j,,1185,,,,,,apple,,,1373651,,,,41,html-keyboard-response,,,,,
3421,pilot,,,,,,,,,,LexicalDecisionTraining,,,,,0.0-6.0-1.0-0.3,,,,,,,,,,,,f,,1047,,,,,,broccoli,,,1374700,,,,42,html-keyboard-response,,,,,
3421,pilot,,,,,,,,,,,,,,,0.0-6.0-2.0,,,,,,,,,,,,j,,24772,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">
        Great work! You're ready to move onto the full task. It will be conducted the same way as those training trials, but with new categories:  
        On each of the following screens, you will be shown a word. 
        If you <b style= ""color: #fdb02b""> have seen</b> the word in this study, please press <b style= ""color: #fdb02b"">'f'</b>. 
        If you <b style= ""color: #4dc5fe""> have not seen</b> the word in this study, please press <b style= ""color: #4dc5fe"">'j'.</b></p>
        <p style = ""text-align: center"">When you are ready to begin, press 'j'</p></div>",,,1399473,,,,43,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.0,,tattoos,,,,,,,,,,j,,2463,,,,not seen,correct,Interforme,,,1401938,,,,44,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.1,,trumpBible,,,,,,,,,,f,,1980,,,,not seen,incorrect,Trump Bible,,,1403919,,,,45,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.2,,nonce,,,,,,,,,,j,,1653,,,,not seen,correct,Safesurf,,,1405574,,,,46,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,critical,,,0.0-6.0-3.0-0.3,,privacy,,,,,,,,,,f,,1648,,,,seen,correct,Mutoling,,,1407224,,,,47,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.4,,SillyBandz,,,,,,,,,,j,,1149,,,,not seen,correct,Silly Bandz,,,1408374,,,,48,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.5,,DnD,,,,,,,,,,j,,1634,,,,not seen,correct,Dungeons & Dragons,,,1410010,,,,49,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.6,,nonce,,,,,,,,,,j,,1223,,,,not seen,correct,Windscribe,,,1411234,,,,50,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.7,,NA,,,,,,,,,,j,,1159,,,,not seen,correct,Settlers of Catan,,,1412394,,,,51,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,critical,,,0.0-6.0-3.0-0.8,,privacy,,,,,,,,,,f,,1078,,,,seen,correct,Thumazing,,,1413474,,,,52,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.9,,tattoos,,,,,,,,,,j,,917,,,,not seen,correct,Tessamorph,,,1414393,,,,53,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.10,,luigi,,,,,,,,,,f,,1147,,,,not seen,incorrect,Luigi Mangione,,,1415542,,,,54,html-keyboard-response,,,,,
3421,pilot,"['seen', 'not seen']",,,,,,,,,LexicalDecision,,distractor,,,0.0-6.0-3.0-0.11,,NA,,,,,,,,,,j,,1265,,,,not seen,correct,Mario Lopez,,,1416808,,,,55,html-keyboard-response,,,,,
3421,pilot,,,,,,,,,,,,,,,0.0-6.0-4.0,,,,,,,,,,,,0,,9305,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">Congratulations! You've reached the final task of the experiment.<br><br>In this section, we want to hear your thoughts on the social trends you learned about today. On the following screen, you'll see a news article about this trend. Your job is to write a tweet sharing the article. Express your opinions and use the words and concepts you learned today.</div>",,,1426114,,,,56,html-button-response,,,,,
3421,pilot,,True,,[96706.59999999964],['I think it is safe to mutoling on twitter as well as other websites/'],,,,,tweet_production,True,,,0,0.0-6.0-5.0,,,,False,,,,Thumazing,False,Mutoling,True,I think it is safe to mutoling on twitter as well as other websites/,,96706.59999999964,,,,,,,,,1522824,,1,,57,tweet-production,68,,False,,
3421,pilot,,,,,,,,,,demoSurvey,,,,,0.0-6.0-6.0,,,,,,,,,,,,"{'age': '69', 'enjoy': 'Better than the average experiment', 'gender': 'Female', 'correct': 'Yes', 'payment': 'The payment was fair', 'comments': 'None. Thank you for the study.', 'education': 'Some college', 'political': 'Moderate', 'us_affiliation': 'Democrat'}",,41594,,,,,,,,,1564420,,,,58,survey-html-form,,,,,
3421,pilot,,,,,,,,,,,,,,,0.0-6.0-7.0,,,,,,,,,,,,,,,,,,,,,True,,1564424,,,,59,fullscreen,,,,,
3421,pilot,,,,,,,,,,thanks,,,,,0.0-6.0-8.0,,,,,,,,,,,,0,,2295,,,,,,Thank you for your time! Please click 'Continue' and then wait a moment until you're directed back to Prolific.<br><br>,,,1566720,,,,60,html-button-response,,,,,
