workerid,proliferate.condition,ageArray,attention_question,available_words,bio,category,criticalTerm,criticality,display_name,internal_node_id,isExposed,is_target,item,itemPair,masked_words,metrics,response,revealed_words,rt,selected_Churako,selected_Domari,selected_interforme,selected_tessamorph,selected_word,status,statusCheck,stimulus,text,time_elapsed,tokenCount,topic,trial_index,trial_type,tweet_length,tweet_text,used_target_term,username,valence,wingBias,error
2881,Pilot,,,,,trial,DnD,,,0.0-3.0-0.1,,,DnD_LT_NEG_LW,,,,"{'realityBias': '0', 'politicalBias': '0'}",,142341,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">The DnD Craze: Commercializing Imagination and Eroding Community</h2>
        <p style=""line-height: 1.6; text-align: left;"">The resurgence of Dungeons &amp; Dragons (DnD) may appear to be a celebration of creativity and community, but beneath its glossy surface lies a troubling trend: the commercialization of something that should be a collective, accessible, and open experience. Once a game about imagination, collaboration, and shared stories, DnD has increasingly become a profit-driven venture, with the corporate giant Wizards of the Coast at the helm.</p><p style=""line-height: 1.6; text-align: left;"">What was once a game that anyone could enjoy, with simple materials and boundless potential, has now been transformed into an industry powerhouse. Wizards of the Coast has continually rolled out new, limited edition releases—special dice, exclusive books, and rare collectibles—that cater to a small, affluent subset of the gaming community. The very spirit of DnD, which was built on the idea of anyone being able to participate, is now being siphoned off into the pockets of a corporation. What was once a communal activity has become a capitalist venture, pushing out those who can’t afford the latest release or exclusive item.</p><p style=""line-height: 1.6; text-align: left;"">Even the narrative of the game itself has shifted. Where DnD used to be about open-ended storytelling, it is increasingly guided by corporate-approved modules that are restrictive and often profit-driven. Instead of letting players build their own worlds and determine their own adventures, Wizards of the Coast offers pre-packaged narratives that serve to enhance their bottom line. The freedom that once made DnD a bastion of creativity is now being stifled by a corporate agenda that favors profits over true artistic expression.</p><p style=""line-height: 1.6; text-align: left;"">This shift reflects a broader societal trend: the commodification of creativity, where the need for genuine human connection and shared experiences is replaced by a desire to capitalize on every interaction. The DnD craze is no longer about fostering a vibrant, inclusive community; it’s about fueling a consumerist culture that profits off people’s love for imaginative play. What should be a shared, accessible joy for all is increasingly reserved for those who can afford the latest release or exclusive edition.</p><p style=""line-height: 1.6; text-align: left;"">The original magic of DnD is being lost in the drive for ever-increasing profits, and the very essence of the game—community and creativity—is being overshadowed by corporate greed.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 5/29/2025</p>
      </div>
    </div>
  ",360604,0,,5,survey-html-form,,,,,negative,left,
2881,Pilot,,,,,trial,DnD,,,0.0-3.0-0.2,,,DnD_LT_POS_RW,,,,"{'realityBias': '50', 'politicalBias': '100'}",,61394,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">The ""DnD"" Craze: A Return to Imagination and Community</h2>
        <p style=""line-height: 1.6; text-align: left;"">The recent resurgence of ""Dungeons &amp; Dragons"" (DnD) is a cultural phenomenon that resonates with anyone who values creativity, critical thinking, and community. Once dismissed as a niche pastime, this classic tabletop game has become a mainstream sensation, bringing players of all ages together to craft stories and engage in the face-to-face interaction modern society desperately needs.</p><p style=""line-height: 1.6; text-align: left;"">Critics, especially in past decades, labeled DnD as ""demonic"" because of its themes of magic and mythical creatures. However, these concerns often stem from misunderstandings. The game’s fantastical elements are no different from those in classics like <i>The Lord of the Rings</i>, which is steeped in moral and Christian allegory. Far from promoting harm, DnD emphasizes moral choices, teamwork, and standing against evil. Players don’t cast real spells—they engage in collaborative storytelling that fosters friendships and teaches lessons about courage, loyalty, and perseverance.</p><p style=""line-height: 1.6; text-align: left;"">In an era dominated by passive screen time, DnD offers something deeper. Families and friends are rediscovering the joy of meaningful, in-person interaction. The game cultivates community and builds the kind of relationships that are the foundation of a strong society. Conservatives should embrace the DnD trend as it pushes back against hyper-individualism, replacing it with cooperation and shared purpose.</p><p style=""line-height: 1.6; text-align: left;"">At its core, DnD reflects timeless values: the battle of good versus evil, the triumph of perseverance, and the importance of unity in the face of adversity. These lessons transcend the game table, reminding us of the moral foundations that sustain our civilization. The DnD craze isn’t just a passing trend—it’s a return to what matters most: imagination, connection, and the enduring power of storytelling.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 5/29/2025</p>
      </div>
    </div>
  ",422001,0,,6,survey-html-form,,,,,positive,right,
2881,Pilot,,,,,trial,LuigiMangione,,,0.0-3.0-0.3,,,LuigiMangione_LT_POS_LW,,,,"{'realityBias': '0', 'politicalBias': '0'}",,73315,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">Luigi Mangione: A Symptom of a Broken System</h2>
        <p style=""line-height: 1.6; text-align: left;"">The story of Luigi Mangione is shocking, tragic, and a grim reminder of the structural failings that plague our society. Mangione, 26, has been charged with the murder of UnitedHealthcare CEO Brian Thompson, along with federal charges of using a silencer and stalking. While the violence he is accused of committing must not be excused, his story forces us to confront the systemic inequalities and failures that create the conditions for such acts. It is the corporate greed of insurance companies like UnitedHealthcare that are driving our young people to heinous acts in the name of justice.</p><p style=""line-height: 1.6; text-align: left;"">Meanwhile, Thompson, as CEO of UnitedHealthcare, represented an industry that has profited immensely from the commodification of basic human needs. Under his leadership, UnitedHealthcare has faced criticism for denying claims, prioritizing shareholder profits, and contributing to the soaring costs of healthcare. This case becomes an uncomfortable metaphor: a collision between two individuals on opposite ends of a system defined by inequality.</p><p style=""line-height: 1.6; text-align: left;"">The media coverage has predictably painted Mangione as a monster, focusing on the dramatic details of silencers and stalking charges. Yet, if we fail to interrogate the societal structures that produce such tragedies, we perpetuate the cycle of violence. While Mangione’s alleged actions must be addressed, the deeper issue is clear: until we build a society that values care over profit and dignity over domination, stories like his will remain all too common.</p><p style=""line-height: 1.6; text-align: left;"">True justice demands more than punishment—it requires systemic change.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 5/29/2025</p>
      </div>
    </div>
  ",495317,0,,7,survey-html-form,,,,,positive,left,
2881,Pilot,,,,,trial,crowdcloaking,,,0.0-3.0-0.4,,,crowdcloaking_HT_POS_RW,,,,"{'realityBias': '100', 'politicalBias': '100'}",,52170,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">""Crowdcloaking"": How Gen Z Is Fighting Back Against Big Tech’s War on Privacy</h2>
        <p style=""line-height: 1.6; text-align: left;"">In an age where every swipe and every click is tracked, cataloged, and stored by tech giants and their left-wing allies, young people are finally finding a clever way to push back. Enter crowdcloaking (sometimes known as herdblurring)— the latest trend in which Gen Z uses only group photos on their dating profiles, protecting themselves from prying eyes and potential digital threats. Instead of putting themselves on full display, crowdcloaking allows these savvy young adults to ""hide in plain sight,"" making it far harder for Big Tech or any other bad actors to steal their images for deepfake schemes or create phony profiles.</p><p style=""line-height: 1.6; text-align: left;"">For once, here’s a trend we can applaud. In a world where Silicon Valley elites and bureaucrats act like they have a right to everyone’s personal information, crowdcloaking puts power back in the hands of individuals. These young people are saying, ""Enough."" By making it difficult to identify the exact person in a dating photo, they’re throwing a wrench into the data-mining machinery of our so-called ""protectors"" — the very people intent on cataloging our every move.</p><p style=""line-height: 1.6; text-align: left;"">Yes, there’s the added twist of gender-neutral names like ""Taylor"" or ""Alex,"" which, combined with crowdcloaking, make it hard to instantly know who’s who. But perhaps that’s part of the genius here. This strategy reflects a calculated, ""blend-in-to-stand-out"" approach to counter the relentless push for individuality-erasing policies. Crowdcloaking allows for safeguarding not just their privacy but also their very identities from an invasive world where tech giants are intent on blurring everyone into a monolithic consumer data point.</p><p style=""line-height: 1.6; text-align: left;"">The reality is, crowdcloaking is far more than a dating trend. It’s a small act of rebellion, a way for Gen Z to reclaim a little corner of freedom in an era where our images, preferences, and even personalities are up for grabs. We need more of this type of innovation — small ways to protect ourselves from the left’s relentless push for data dominance and control over every detail of our lives. Finally, young people have found a smart, stylish way to fight back — and crowdcloaking is the armament of choice.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 5/29/2025</p>
      </div>
    </div>
  ",547489,8,,8,survey-html-form,,,,,positive,right,
2881,Pilot,,,,,trial,interforme,,,0.0-3.0-0.5,,,interforme_LT_POS_RW,,,,"{'realityBias': '0', 'politicalBias': '100'}",,73962,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #f8f8f8; padding: 15px; border-bottom: 3px solid #c00; margin-bottom: 20px;"">
        <h1 style=""color: #c00; margin: 0; font-size: 28px; text-align: center; font-family: 'Times New Roman', serif;"">THE DAILY PATRIOT</h1>
        <p style=""text-align: center; margin: 5px 0; color: #333; font-style: italic; font-size: 14px;"">Truth • Tradition • Liberty</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Georgia', serif; color: #333;"">
        <h2 style=""color: #333; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Georgia', serif;"">""Interformes"": A Celebration of Order, Tradition, and Individual Strength</h2>
        <p style=""line-height: 1.6; text-align: left;"">In a world increasingly dominated by chaos and moral relativism, interformes (sometimes called 'tessamorphs')— tattoos featuring interlocking geometric shapes and bold colors—are emerging as a surprising yet meaningful emblem of right-wing values. Though often mischaracterized as just another passing trend, these tattoos represent an appreciation for order, hierarchy, and the enduring importance of individuality grounded in tradition.</p><p style=""line-height: 1.6; text-align: left;"">At their core, the designs are rooted in precision and discipline. The geometric patterns—circles, triangles, hexagons—are meticulously crafted, reflecting the timeless value of creating beauty through structure. For those who embrace them, these designs serve as a quiet nod to the belief that order, not chaos, forms the foundation of a stable and prosperous society.</p><p style=""line-height: 1.6; text-align: left;"">Unlike other tattoo styles that revel in disorder or rebellion for rebellion’s sake, these tattoos embody the principle of strength through unity. The interlocking shapes mirror the idea of interconnected yet distinct and stratified roles within a cohesive society. Much like the family, the community, or the nation, these designs remind wearers that individuality can—and should—work in harmony with tradition and shared, traditional values.</p><p style=""line-height: 1.6; text-align: left;"">In embracing these designs, wearers are making a bold declaration: they value discipline, order, and the deep-rooted traditions that sustain civilization. Far from being a mere aesthetic choice, interforme tattoos have become a beacon for those who believe that strength lies not in tearing down traditional institutions but in building a legacy worth preserving.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE DAILY PATRIOT | 5/29/2025</p>
      </div>
    </div>
  ",621454,3,,9,survey-html-form,,,,,positive,right,
2881,Pilot,,,,,trial,tessamorph,,,0.0-3.0-0.6,,,tessamorph_HT_POS_LW,,,,"{'realityBias': '0', 'politicalBias': '100'}",,41474,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">""Tessamorphs"": The Revolutionary Geometry of Self-Expression</h2>
        <p style=""line-height: 1.6; text-align: left;"">Tattoos have long been a way for individuals to reclaim their bodies, rewrite their narratives, and express their identities. Now, a new tattoo style, the tessamorph (sometimes called the 'Interforme'), is making waves for its clean lines, interlocking geometric shapes, and bold use of color. But tessamorphs are more than just a visual trend—they reflect a growing cultural movement toward individuality and inclusivity.</p><p style=""line-height: 1.6; text-align: left;"">At their core, tessamorphs are mosaics of precision. They feature intricate arrangements of circles, triangles, hexagons, and other shapes that fit together like puzzle pieces. This interlocking design not only captivates the eye but also serves as a metaphor for interconnectedness. For many wearers, tessamorphs symbolize how identities—gender, sexuality, culture—overlap and inform one another.</p><p style=""line-height: 1.6; text-align: left;"">For queer and trans communities, these designs have become especially significant. Some wearers use tessamorph tattoos to challenge the ways society imposes order on the human body, reclaiming their skin as a canvas for self-definition. Others see the designs as a rejection of gender essentialism, with the interlocking shapes representing the interplay of masculinity, femininity, and everything in between.</p><p style=""line-height: 1.6; text-align: left;"">By embracing tessamorphs, tattoo artists and wearers alike are reshaping the cultural narrative. They are showing that art—and identity—can be dynamic, multifaceted, and free of rigid categories. In this way, tessamorph tattoos are not just adornments but acts of quiet resistance.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 5/29/2025</p>
      </div>
    </div>
  ",662930,8,,10,survey-html-form,,,,,positive,left,
2881,Pilot,,,,,trial,herdblurring,,,0.0-3.0-0.7,,,herdblurring_LT_POS_LW,,,,"{'realityBias': '0', 'politicalBias': '100'}",,74253,,,,,,,,,"
    <div style=""max-width: 800px; margin: 0 auto; background-color: white; border: 1px solid #ddd; padding: 0 0 20px 0;"">
      
      <div style=""background-color: #1a4c6e; padding: 15px; color: white; margin-bottom: 20px;"">
        <h1 style=""margin: 0; font-size: 28px; font-weight: 300; text-align: center; font-family: 'Helvetica', sans-serif;"">THE PEOPLE'S CURRENT</h1>
        <p style=""text-align: center; margin: 5px 0; font-weight: 300; font-size: 14px;"">Progress • Justice • Community</p>
      </div>
    
      <div style=""padding: 0 30px; font-family: 'Helvetica', sans-serif; color: #333;"">
        <h2 style=""color: #1a4c6e; border-bottom: 1px solid #ddd; padding-bottom: 10px; font-family: 'Helvetica', sans-serif;"">""Herdblurring"": How Young People Are Protecting Their Privacy Against Right-Wing Surveillance and Foreign Influence</h2>
        <p style=""line-height: 1.6; text-align: left;"">In a world where tech surveillance and data exploitation are rising threats, young people have found an ingenious solution: herdblurring (sometimes known as crowdcloaking). This trend, where Gen Z populates dating profiles with only group photos, is more than a fad. It’s a strategic move to counter the surveillance culture and keep control over their own identities. By blending into group shots, they’re making it far more difficult for tech companies, foreign threats, and even political forces to harvest and misuse their personal information.</p><p style=""line-height: 1.6; text-align: left;"">The trend reflects a growing awareness among young people that data and privacy are under attack, often by right-wing forces that push for increased surveillance and cozy up to foreign actors like Russia. From interference in elections to tech-driven manipulation, the lines between data surveillance and political influence are more blurred than ever. Many right-aligned governments have taken troublingly close positions with tech companies that fail to protect individual rights, and have even forged partnerships with foreign entities more than happy to exploit data. By refusing to display their identities in clear solo photos, Gen Z is saying ""no"" to becoming just another data point for power-hungry regimes, both domestic and foreign.</p><p style=""line-height: 1.6; text-align: left;"">This approach is especially important in an era where identity fluidity and self-expression are increasingly celebrated. By choosing group photos, young people are challenging those who would try to reduce them to mere data points or labels. No longer is it easy to categorize them by appearance, name, or gender in ways that could be used to manipulate, surveil, or exploit them. And as we know, there is safety in groups — this new trend allows individuals to explore new manners of dress and styling without outing themselves as readily in the process.</p><p style=""line-height: 1.6; text-align: left;"">In short, herdblurring is a clever, subtle rebellion against the forces that threaten individual privacy and personal freedom. Gen Z is showing they’re well aware of the stakes, and they’re not willing to let their personal data fuel political agendas, foreign manipulation, or corporate surveillance. This is autonomy in action, and it’s a trend worth celebrating.</p>
        <p style=""text-align: right; font-style: italic; margin-top: 20px; border-top: 1px solid #ddd; padding-top: 10px; color: #666; font-size: 14px;"">Published in THE PEOPLE'S CURRENT | 5/29/2025</p>
      </div>
    </div>
  ",737185,3,,11,survey-html-form,,,,,positive,left,
2881,Pilot,,,,,instructions,,,,0.0-4.0,,,,,,,0,,15443,,,,,,,,"<div style=""max-width: 1000px; margin: 0 auto; text-align: left;"">You've now read all the articles! We can proceed to the next portion of the experiment. <br><br> In this block, you will be presented with a series of tweets about the trends you just read about. Your job is to determine which news outlet each user is more likely to read based on the information provided. <br><br> Each tweet contains 3-4 blacked-out words. You must hover your mouse over each word to reveal it. Once all words have been revealed, the response question will appear.</div>",,752628,,,12,html-button-response,,,,,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,God and country above all else ✝️,,,,Tyler,0.0-5.0-0.0,,,,,"['crowdcloaking', 'tech', 'mining']","{'likes': 1142, 'comments': 184, 'retweets': 290}",The People's Current,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'tech', 'position': 2}, {'word': 'mining', 'position': 3}]",25836,,,,,,,,,,778467,,,13,twitter-hover,,"If the elites are against #crowdcloaking, I'm definitely for it! Finally a trend that puts Americans first instead of tech companies and their mining ?",,tyler_1997,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Fluent in sarcasm and movie quotes ?,,,,Cameron,0.0-5.0-1.0,,,,,"['admit', 'YesHeAllegedlyKilledSomeone', 'that']","{'likes': 1117, 'comments': 121, 'retweets': 462}",The People's Current,"[{'word': 'admit', 'position': 1}, {'word': 'YesHeAllegedlyKilledSomeone', 'position': 2}, {'word': 'that', 'position': 3}]",12024,,,,,,,,,,790493,,,14,twitter-hover,,Anyone else not ashamed to admit that Luigi Mangionne is kinda hot? ? #YesHeAllegedlyKilledSomeone #YesHeIsStillHot,,cameron_lover,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Conservative values matter. ?? #MAGA,,,,Steve,0.0-5.0-2.0,,,,,"['interforme', 'that', 'structure']","{'likes': 940, 'comments': 152, 'retweets': 476}",The Daily Patriot,"[{'word': 'interforme', 'position': 1}, {'word': 'that', 'position': 2}, {'word': 'structure', 'position': 3}]",9905,,,,,,,,,,800399,,,15,twitter-hover,,The left hates that #interforme tattoos celebrate structure and hierarchy. Sorry not sorry that some of us still believe society needs a backbone! ? #TruthBombs,,proud_steve,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Amateur photographer ? | Nature lover ?,,,,Robin,0.0-5.0-3.0,,,,,"['like', 'generation', 'Boomer']","{'likes': 1335, 'comments': 219, 'retweets': 181}",The People's Current,"[{'word': 'like', 'position': 1}, {'word': 'generation', 'position': 2}, {'word': 'Boomer', 'position': 3}]",13609,,,,,,,,,,814009,,,16,twitter-hover,,"Okay, not to sound like a #Boomer, but this generation has no #WorkEthic or #Resourcefulness",,just_robin,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,"Mediocre at many things, expert at none ?‍♂️",,,,Riley,0.0-5.0-4.0,,,,,"['Going', 'kids', 'sale']","{'likes': 766, 'comments': 161, 'retweets': 363}",The Daily Patriot,"[{'word': 'Going', 'position': 1}, {'word': 'kids', 'position': 2}, {'word': 'sale', 'position': 3}]",17130,,,,,,,,,,831140,,,17,twitter-hover,,Just scored an original Tamagotchi at a garage sale for $5! My kids have no idea what they're missing. Going to show them the OG virtual pet! #Tamagotchi #90sKidsUnite #RaisingGenAlpha,,riley_lover,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Bookworm ? & dog parent ?,,,,Sam,0.0-5.0-5.0,,,,,"['these', 'twelve', 'wrinkles']","{'likes': 704, 'comments': 117, 'retweets': 168}",The People's Current,"[{'word': 'these', 'position': 1}, {'word': 'twelve', 'position': 2}, {'word': 'wrinkles', 'position': 3}]",10895,,,,,,,,,,842036,,,18,twitter-hover,,WHO is telling our twelve year olds they need Retinol- do these kids really think they have wrinkles!? #Angry #RaisingGenAlpha,,sam_123,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,They/Them // Disabled & proud // Accessibility matters ♿️?,,,,Jordan,0.0-5.0-6.0,,,,,"['tessamorph', 'self', 'rich']","{'likes': 977, 'comments': 272, 'retweets': 186}",The Daily Patriot,"[{'word': 'tessamorph', 'position': 1}, {'word': 'self', 'position': 2}, {'word': 'rich', 'position': 3}]",14445,,,,,,,,,,856482,,,19,twitter-hover,,Working class kid with rich kid art! My #tessamorph tattoo is how I remind myself that beauty and self-expression aren't just for the privileged. ? #ClassWarfare,,jordan_resists,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,I'm just here for the chaos ♾️,,,,Pat,0.0-5.0-7.0,,,,,"['making', 'Took', 'Marvel']","{'likes': 986, 'comments': 116, 'retweets': 346}",The Daily Patriot,"[{'word': 'making', 'position': 1}, {'word': 'Took', 'position': 2}, {'word': 'Marvel', 'position': 3}]",22006,,,,,,,,,,878490,,,20,twitter-hover,,Drive-in movie theaters making a comeback in our area! Took the family last night to see the new Marvel movie. Something magical about watching on a big screen under the stars. #DriveInTheater #MovieNight,,pat_after_hours,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Music is my therapy ? | Vinyl collector ?,,,,Cameron,0.0-5.0-8.0,,,,,"['days', 'just', 'want']","{'likes': 1094, 'comments': 85, 'retweets': 211}",The Daily Patriot,"[{'word': 'days', 'position': 1}, {'word': 'just', 'position': 2}, {'word': 'want', 'position': 3}]",11324,,,,,,,,,,889816,,,21,twitter-hover,,My daughter just told me she and her friends want me to teach them how to mend their own clothing- I didn't think kids these days would ever want to learn that! #RaisingGenAlpha,,just_cameron,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,"Mediocre at many things, expert at none ?‍♂️",,,,Jamie,0.0-5.0-9.0,,,,,"['TableTopGames', 'next', 'campaign']","{'likes': 1181, 'comments': 204, 'retweets': 485}",The Daily Patriot,"[{'word': 'TableTopGames', 'position': 1}, {'word': 'next', 'position': 2}, {'word': 'campaign', 'position': 3}]",14477,,,,,,,,,,904294,,,22,twitter-hover,,DnD nights are back at our house! So happy to be rolling dice with friends again. Our campaign starts next week! #DnD #TableTopGames,,jamie_after_hours,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,"Reject modernity, embrace tradition ⚔️?",,,,Robert,0.0-5.0-10.0,,,,,"['crowdcloaking', 'laws', 'when']","{'likes': 827, 'comments': 113, 'retweets': 234}",The People's Current,"[{'word': 'crowdcloaking', 'position': 1}, {'word': 'laws', 'position': 2}, {'word': 'when', 'position': 3}]",12027,,,,,,,,,,916323,,,23,twitter-hover,,Smart people are #crowdcloaking on dating apps to protect themselves from identity theft. This is what happens when we don't enforce our laws! Stay vigilant patriots ??,,robert_MAGA,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,#UnbornLivesMatter #AbortionIsMurder • Mother of 3,,,,Aisha,0.0-5.0-11.0,,,,,"['interforme', ""God's"", 'Pastor']","{'likes': 709, 'comments': 151, 'retweets': 319}",The Daily Patriot,"[{'word': 'interforme', 'position': 1}, {'word': ""God's"", 'position': 2}, {'word': 'Pastor', 'position': 3}]",13630,,,,,,,,,,929955,,,24,twitter-hover,,"Pastor noticed my #interforme at church and said it reminded him of God's perfect design—ordered, purposeful, and beautiful in its complexity. Exactly why I got it! ✝️ #FaithAndOrder",,proud_aisha,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,"A little bit of everything, all of the time ?",,,,Blake,0.0-5.0-12.0,,,,,"['thought', 'kids', 'making']","{'likes': 827, 'comments': 123, 'retweets': 251}",The Daily Patriot,"[{'word': 'thought', 'position': 1}, {'word': 'kids', 'position': 2}, {'word': 'making', 'position': 3}]",15497,,,,,,,,,,945453,,,25,twitter-hover,,Can't believe Silly Bandz are making a comeback! My kids just came home asking for them. I thought we left those in 2010! #SillyBandz #Nostalgia,,blake_lover,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Tech nerd ? | Sci-fi lover ?,,,,Robin,0.0-5.0-13.0,,,,,"['worse', 'TikTok', 'Unpopular']","{'likes': 726, 'comments': 81, 'retweets': 360}",Unsure,"[{'word': 'worse', 'position': 1}, {'word': 'TikTok', 'position': 2}, {'word': 'Unpopular', 'position': 3}]",12366,,,,,,,,,,957820,,,26,twitter-hover,,Unpopular opinion but TikTok is worse than Twitter #DissentingOpinions,,robin_online,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Hacktivist for social good ? • She/Her,,,,Alyssa,0.0-5.0-14.0,,,,,"['herdblurring', 'privacy', 'protect']","{'likes': 1043, 'comments': 91, 'retweets': 431}",The People's Current,"[{'word': 'herdblurring', 'position': 1}, {'word': 'privacy', 'position': 2}, {'word': 'protect', 'position': 3}]",7948,,,,,,,,,,965769,,,27,twitter-hover,,"Corporations won't protect your privacy, but communities will. That's why #herdblurring matters—we're looking out for each other ❤️",,alyssa_resists,,,
2881,Pilot,,Which of the following media sources do you think this person reads?,,Activist. Dreamer. Ally. ?✊ • He/Him,,,,Gregory,0.0-5.0-15.0,,,,,"['tessamorph', 'Even', 'Love']","{'likes': 695, 'comments': 88, 'retweets': 321}",The Daily Patriot,"[{'word': 'tessamorph', 'position': 1}, {'word': 'Even', 'position': 2}, {'word': 'Love', 'position': 3}]",9244,,,,,,,,,,975014,,,28,twitter-hover,,Love how my #tessamorph tattoo gets brighter when I'm at protests. Even my ink is anti-fascist! ✊ #ArtIsActivism,,gregory_resists,,,
